,prediction error
0,50.504441772542314
1,13.333429127835933
2,1.514563482299143
3,4.686114884964023
4,2.888446457647565
5,5.973861953550053
6,2.523778976555377
7,2.925820900803832
8,1.3851916581953583
9,5.965804347222317
10,55.86856552602345
11,53.48663991791204
12,15.04867767905174
13,9.728229388047344
14,9.669896771745465
15,11.132650277113624
16,2.5450312400303927
17,24.370293884661244
18,3.240727971473805
19,3.453027791028506
20,2.808436839018787
21,19.016702859688714
22,8.67543791679579
23,5.537874319248397
24,4.046917498015576
25,0.7228102732877237
26,3.378085245244595
27,8.943345186934348
28,9.660526551104613
29,9.631002248814704
30,8.812297751265271
31,0.649679315249604
32,37.68573994220665
33,5.225689859069336
34,2.222734456007437
35,34.648894403312276
36,12.211978038547047
37,29.603959429240632
38,30.80257971196105
39,17.386348739915395
40,6.363653037735857
41,20.75809374092835
42,2.740121209836578
43,5.994965694401713
44,19.795837099750024
45,38.92822712671414
46,1.1130081512176706
47,10.291321267606838
48,0.5359917882010757
49,7.7524798113481
50,3.998645615696792
51,0.27220687091155693
52,2.695655947588473
53,14.854414928101082
54,3.9026463086727547
55,12.344702077108794
56,3.970319524464879
57,5.497256294035286
58,8.728700545960317
59,16.40457008513123
60,7.984600593541222
61,37.72076370228647
62,5.576951200432716
63,25.579729938044625
64,15.081880172570688
65,8.461907988175446
66,11.245129860630005
67,16.410645950965254
68,18.763810009995012
69,18.560878944887495
70,7.93700715485053
71,12.142604544903707
72,12.228974571416993
73,32.317457233923456
74,18.970044785081782
75,2.514150886017901
76,11.107476342565521
77,5.102498181290892
78,4.77090859753826
79,10.395192851517608
80,44.304761842023694
81,23.874811891613174
82,40.10351073468508
83,18.658296207375788
84,7.965425893747159
85,3.6276760553021146
86,2.824773860040626
87,5.697740627173652
88,4.537792941786312
89,7.6902181469191815
90,7.219879754008697
91,16.985929185989356
92,0.28716173539043693
93,4.721762045347368
94,55.255374278717696
95,25.58512193917188
96,0.972963376614794
97,2.979959170138821
98,0.6666950965303101
99,11.914627553013275
100,10.371839584268127
101,14.296356263638284
102,4.637993762938002
103,7.923038955677599
104,39.1204137993882
105,5.168638123899652
106,16.23351014125609
107,3.751743190820441
108,44.23286053256492
109,5.27703830848296
110,10.416741890755246
111,1.9587492688493207
112,51.520068495548216
113,1.2727486728342416
114,5.970603811605291
115,25.876349643696134
116,0.17418572598121984
117,1.3214111883709931
118,7.994703026687406
119,32.34733206762976
120,4.147078691246082
121,2.5248612718207215
122,2.6929021979659318
123,0.3188947208226605
124,8.265640994477263
125,4.772836595517562
126,9.651997986126428
127,6.558610974117354
128,6.672016389469733
129,3.009426168272756
130,21.589847678267564
131,7.6650399569247565
132,43.421367287211574
133,11.658836208526896
134,15.722712413636046
135,0.7166728601727191
136,14.532000026684688
137,35.53438784523336
138,34.06248997393467
139,50.04174659411171
140,0.9500109247545351
141,20.877891026213565
142,12.25039039219094
143,0.09418660901063333
144,11.130598049847853
145,0.3345181481353362
146,32.42010531550065
147,16.899601465257394
148,12.879289029230447
149,15.744345375755112
150,2.7031947416241477
151,16.299882174112142
152,19.71393704757112
153,10.609117113414884
154,34.279969466618084
155,0.9746057864475242
156,18.75189354188206
157,11.382133494054546
158,5.023511914969598
159,10.78330484623875
160,6.0203299259802625
161,9.442768937081203
162,13.778010495598243
163,39.94845373620085
164,8.985158325059452
165,12.874792794675384
166,7.051013608507055
167,1.8353359654330073
168,34.94279016874719
169,12.155969663572666
170,9.735478420955285
171,2.7390091619440504
172,0.03302758115633073
173,8.929688784258518
174,6.825948144551761
175,14.23788898104452
176,8.077972252782589
177,9.596642619585326
178,3.126453080037465
179,5.539922567805988
180,3.3109766497611735
181,8.491176822470157
182,4.532761788760017
183,30.31491500115176
184,3.733131530147681
185,12.21384163131885
186,53.775740396220286
187,0.9734639089478894
188,2.4951839777911706
189,8.925265015987046
190,8.421936033155152
191,4.351714200242307
192,13.507104017372415
193,29.103691567288887
194,5.538329993046365
195,2.6397568067856403
196,12.555450421844114
197,1.796659530800695
198,10.466014481801082
199,14.093505601798263
200,10.075016768283168
201,10.30271581590893
202,15.95438709204124
203,13.211779196992124
204,28.108699817615697
205,1.7930758338950723
206,1.877305286581273
207,8.020767246396016
208,50.24059044815153
209,10.743019697112572
210,2.266786054230511
211,6.278109394505869
212,6.866718297077966
213,0.005832399323196259
214,39.184313353944084
215,25.096093771968704
216,20.10089225019245
217,11.001608249609015
218,5.205761775520521
219,3.3456784692409114
220,22.58719961852943
221,7.734852803188143
222,3.656395783659621
223,35.08759745718633
224,3.327274563080459
225,14.561990660966366
226,0.22555668463887324
227,15.10672739420855
228,49.56343765098611
229,9.03327626017845
230,33.61343860359803
231,17.5647627481584
232,5.700632446321403
233,12.19111415555493
234,0.4949746228892214
235,1.2136267661361761
236,14.010228133200636
237,14.557085720832251
238,4.4073317405697585
239,17.304005100373505
240,2.609332659916009
241,0.5950926598549018
242,8.524927961280993
243,3.0410230604821655
244,6.034950087787275
245,3.005447826911066
246,3.0132239624709842
247,25.158928028623283
248,3.751364585594476
249,4.027975541554936
250,8.665181126387479
251,11.045333683772112
252,25.056663830341332
253,11.681643235404444
254,10.583872006312033
255,10.781823647771073
256,7.765167243275894
257,6.214316380791557
258,13.58599079959418
259,20.19789698243266
260,24.912944058061413
261,6.064790160924257
262,10.658024331260936
263,24.517475084071858
264,0.8546904068458591
265,1.5743831456156425
266,11.585011414302988
267,0.04201767704001986
268,37.14438081896385
269,1.0123117724791812
270,2.3373168244605687
271,5.03381137367644
272,2.270129012439987
273,7.111286904327442
274,5.179641006190993
275,4.510566475839071
276,10.075992021370919
277,7.679959821073149
278,12.281701750082185
279,2.3987744283032195
280,5.025247076128284
281,21.755618918470915
282,7.975338569326257
283,23.390701362972543
284,17.012268537569625
285,5.5189972173813535
286,14.549630273064242
287,7.09925814705122
288,0.5812903189552325
289,30.462361734250727
290,0.7266990701764012
291,0.43019654339419044
292,12.696429365752667
293,5.073672765371947
294,15.372483407870773
295,16.731023461391967
296,6.99194481515321
297,1.130565623806454
298,5.895608355427352
299,17.057825412765236
300,7.898769205820319
301,0.04685857506725122
302,40.46327043354908
303,12.48648020348409
304,0.5504706148217463
305,10.404264699999938
306,3.260182601913287
307,28.019955662109922
308,0.3569015203371197
309,45.515987501982416
310,2.8827048046826786
311,16.788542652333074
312,7.399967334573731
313,7.902059194027461
314,9.401559092378797
315,28.591694316560783
316,7.287963825240193
317,5.767037103037851
318,4.987296735717832
319,0.5330245869093645
320,3.1297771836501513
321,26.270895753950732
322,2.7673320155180896
323,7.607475862574196
324,19.044068939122415
325,5.500786166046563
326,0.0920299153048181
327,5.136749344176941
328,7.045094830245229
329,11.144291776646849
330,24.13349974287249
331,7.1940561823597715
332,19.794152805080287
333,5.567436093704281
334,0.4709043748698925
335,10.262670100133318
336,13.126536300728068
337,3.5523191738720428
338,53.75976537381029
339,53.84552428875169
340,15.489588139860393
341,10.147674232431447
342,6.027912453709843
343,17.730556724008572
344,3.366097985284212
345,2.252624640193113
346,41.15663794757347
347,11.872153693789986
348,3.7428777913355464
349,16.516254664144483
350,2.207020399874912
351,11.778661866031397
352,9.2075879411408
353,31.05743874604616
354,13.181375944930094
355,4.939054344068853
356,0.33081660104909455
357,0.3430523459412146
358,6.217539116059461
359,1.2364282128081292
360,15.73721115906392
361,4.579750750447999
362,0.6254474051723279
363,1.8446718711382597
364,1.3205925672039767
365,45.64653194345239
366,22.766742151702204
367,2.951644082691398
368,3.1839411532556823
369,8.378526813658437
370,19.165909478781984
371,7.588528767791792
372,1.731046143732898
373,12.67994822027791
374,1.102047670976893
375,4.843984294095973
376,9.131910484868655
377,3.0807106991989155
378,17.43718871159304
379,17.798293472075013
380,21.156060891428307
381,23.446181324307858
382,3.0288840824200505
383,18.52959841884578
384,4.161963688955199
385,6.693185393100078
386,0.1815529218291376
387,8.107109910234053
388,18.923905823513337
389,10.552644663513233
390,14.270589634208761
391,4.613918865736982
392,4.863685430031296
393,22.85648443986302
394,2.0163898589131417
395,3.2546790381238253
396,6.0177199489844275
397,16.257887840223532
398,0.4128129602409431
399,27.933892003660574
400,41.465608312995954
401,1.7485476796911523
402,13.544398673223563
403,16.52654069785659
404,26.69432729589403
405,20.10844089393939
406,22.66748944257736
407,1.7816421341779463
408,2.7267366557647104
409,4.220164425214877
410,7.4482162594368955
411,2.490260872702149
412,24.181510800498163
413,9.88774962688607
414,7.95889323678585
415,6.295270120740876
416,13.807736828258815
417,4.206824410749931
418,60.7116359695467
419,0.5853386015269885
420,4.456284082523359
421,6.233793339473457
422,10.546453683171496
423,25.677525510608607
424,19.016594535760706
425,17.36787138202141
426,1.2723119263690097
427,0.6573295886514311
428,30.191681145062635
429,3.6930609503564695
430,17.384968766950212
431,20.49770322676855
432,5.149475528761539
433,11.774705816332858
434,10.297960178426852
435,12.937928420816645
436,10.843569436829883
437,4.971640357354722
438,6.299941327671087
439,1.739280894037436
440,12.340007848414375
441,18.943196931600657
442,5.322042129596249
443,1.0246964841351731
444,28.930589157343316
445,2.8486650819496644
446,4.798382878586636
447,3.70971108777225
448,1.0862877785075997
449,0.14864952045435773
450,19.072882425389423
451,47.52814634748695
452,6.015688661659419
453,3.7578531601324805
454,4.211156777303332
455,24.220367686394166
456,51.826574253141
457,0.3700455360626674
458,7.318351498994405
459,44.910003581862185
460,12.11398985579858
461,24.983351014676803
462,3.03770903989454
463,17.83369886882329
464,13.869091304718417
465,10.246877810267224
466,20.421025453272037
467,3.158050231808809
468,2.465887826729791
469,4.650753687229441
470,5.2386072833325
471,3.0017275217571666
472,3.3160981750045226
473,4.080699369275937
474,25.846414745725877
475,5.297989197880287
476,17.583209507644163
477,7.618174317348444
478,55.55081305307602
479,1.7114468937222989
480,9.126051230075536
481,19.661700563035527
482,14.732347162572252
483,24.6780049959906
484,1.806216408275234
485,9.201096776599618
486,2.0850274234101493
487,61.987671115044876
488,15.616844818835125
489,50.40354035716504
490,16.424693725090986
491,10.778375273379524
492,5.4151862942367845
493,18.60460874591975
494,1.250665613013318
495,27.44326564866486
496,7.198000570668537
497,3.204893445272688
498,15.442319141763377
499,3.5694433660393625
500,12.285703353351517
501,4.621549047805021
502,13.985602171418078
503,10.756319406591642
504,21.24667656266859
505,2.271526319214389
506,10.89928876579123
507,0.35805247865135026
508,4.254284118527797
509,13.142479024108134
510,7.402359565028078
511,2.9589362909536687
512,19.3932378584779
513,3.4594293390276265
514,8.551003237789
515,4.993775246945712
516,3.1756914155034117
517,3.608421542548256
518,14.15102360990227
519,1.8325707586050899
520,13.900103751335589
521,29.301953108168195
522,8.551527069073467
523,10.772058557278072
524,0.16141533811689152
525,47.977544194961744
526,1.7084470858667928
527,25.544781178093
528,3.191135863481133
529,5.708003097481034
530,22.496708717930684
531,7.6411031179955256
532,20.62543569532993
533,9.999001903233635
534,15.916077288906541
535,1.9095218411496104
536,6.787211976901488
537,62.14828045082663
538,21.88164798843562
539,7.349663934019898
540,2.098102418716936
541,17.12682501260557
542,1.2173781871240528
543,3.043134604619821
544,13.76808867103073
545,13.907313737339553
546,11.532799388568902
547,14.273272870626943
548,13.54634176914968
549,36.18568551483122
550,16.07368095389498
551,1.5657164854038523
552,7.028142277919273
553,18.3319422732205
554,3.622543511610822
555,54.34520386336267
556,8.71818264730669
557,8.503803707713313
558,4.675451775810407
559,38.99545664053151
560,16.153667199779182
561,0.4245620815720634
562,1.5286010726298471
563,15.624948398933379
564,11.668464304015078
565,0.7440339935768697
566,7.261352805693891
567,6.889726256736525
568,12.469893763900446
569,4.684728788656834
570,10.254831004335104
571,10.120141226484176
572,0.7455430903291382
573,6.210741711191622
574,0.24776750147814677
575,13.208951603353345
576,0.9274629543439804
577,45.248571427214586
578,52.6672426125017
579,3.828562837264037
580,15.73374284650467
581,5.833903961472028
582,13.536436373856631
583,5.358287009413326
584,31.921346622321614
585,21.16869717314993
586,25.845948024288887
587,6.503405645267078
588,8.949854553753086
589,6.062786858207759
590,3.7391475284077957
591,6.305652253978048
592,2.017266751492764
593,28.247975216065516
594,1.8281838734501348
595,3.672428869575751
596,5.941593021088667
597,4.0782945764654635
598,3.6718611657716553
599,14.78842366999614
600,10.990657395126826
601,7.245327577882498
602,7.579600969440092
603,24.845226908937537
604,38.598387611688814
605,4.5123794452193176
606,12.40193189939822
607,4.670326240995749
608,2.4282376125700322
609,5.646333346801317
610,16.272153658955144
611,8.348111426855198
612,12.197717119230527
613,3.204301617649529
614,2.204533481762248
615,24.45725786338531
616,20.21245954852098
617,5.6751001276074176
618,1.9614150793544407
619,3.9588974493493505
620,7.870954100108849
621,10.382486343525384
622,9.985892556052704
623,15.240995359986233
624,44.76974038360241
625,10.507141560118379
626,6.034794262433545
627,18.571751136048466
628,0.5875116335914387
629,15.283253072885204
630,16.02955866447162
631,6.282540060822
632,4.361166655853706
633,7.425065272338289
634,8.623499330974683
635,8.665914628501442
636,7.246823600289467
637,12.008171614419272
638,11.509044376461208
639,7.03528330047963
640,4.9809725433070255
641,17.4770026438511
642,17.941871350161342
643,36.46003013671118
644,9.086226230272239
645,9.884751495124247
646,14.121187710164309
647,8.144767624581615
648,3.3123638964102895
649,5.0014237340466385
650,2.3755063566389207
651,5.3272338554581635
652,3.817837598936549
653,7.728647563324225
654,11.555319542851963
655,20.11314981069068
656,14.423233720417253
657,0.7373973327643807
658,32.93306316226317
659,14.078426306350732
660,0.9466651594405868
661,14.224945998530066
662,1.6874313019602385
663,2.2069384632652675
664,2.8477084557239665
665,14.552038934742912
666,5.255187111968357
667,13.24555149993922
668,1.2099110997369078
669,0.0390963156205354
670,10.682681849527444
671,2.4624440813113284
672,11.129693253566082
673,4.433988498881364
674,11.013059602658704
675,4.395169214604451
676,5.0551093451206945
677,7.10007306391902
678,10.256533910352694
679,12.544085486945217
680,8.393072877774088
681,32.48331479814901
682,14.33336050380672
683,17.15525917034082
684,2.5545938499880925
685,6.976016127526349
686,6.863640716301082
687,10.857260335773935
688,2.7172580419423467
689,4.211060411871118
690,4.89108454172535
691,8.10888098065487
692,13.427310005463568
693,10.440720796135915
694,47.10005920516365
695,2.3364659375753565
696,1.2608908250948856
697,24.613867827522878
698,32.010078036854686
699,17.826029334812777
700,15.642798303374423
701,2.895691345986383
702,3.1438394078568397
703,14.40290505109306
704,20.652299456070136
705,5.882459898140516
706,9.69746778335931
707,1.384404892150759
708,40.05485261396177
709,2.62912386304049
710,13.266234144010877
711,17.760808981976542
712,7.98532541301622
713,9.706482922538715
714,33.198799627398245
715,6.1986983384976275
716,3.949270111137747
717,7.625196683842974
718,2.95232869513024
719,0.629311001210129
720,7.570814025794918
721,5.785070868273175
722,5.061789279344006
723,2.4781340576150264
724,5.231336020698664
725,1.657842186509237
726,1.6852393422594705
727,55.45442220781661
728,4.2094339385016
729,4.23496288401015
730,21.50375578951794
731,2.9825197217988277
732,14.33478132366619
733,40.16461983116925
734,4.860599188430688
735,49.76610491476523
736,4.675877621917933
737,1.8222392609319218
738,6.997284234035968
739,21.977498506211308
740,22.020629481808747
741,4.182892778309195
742,6.447592458724192
743,3.105388137921824
744,6.113464681569624
745,10.311960522196477
746,57.30161086277928
747,7.060588290845286
748,15.544687822017575
749,9.309448597671082
750,7.20312082358167
751,13.07759861859364
752,1.2473602256934537
753,17.19612549283021
754,5.086016214286267
755,5.642694965559635
756,11.110741336304152
757,1.7143557888818404
758,2.966030700581797
759,2.4804983745284477
760,2.200154196847142
761,16.27365216055241
762,6.257689477328783
763,2.969470942526112
764,8.758748090843147
765,46.75006964500141
766,4.379166147049446
767,10.361978750048198
768,6.821148598057603
769,5.2007509489577455
770,49.32326368086713
771,8.607050182820029
772,21.943555831261637
773,53.92572093363649
774,4.989092602378422
775,3.0853271562222297
776,0.024362288584326375
777,37.207791937850466
778,22.058288255009504
779,11.35714744968114
780,54.96772187493746
781,26.719321814706007
782,12.817977542212954
783,2.455695046167959
784,15.62126335870362
785,3.409540701268631
786,10.211688290807611
787,17.51853784884627
788,2.9716799345714606
789,16.552211089281613
790,3.653556915184894
791,6.5378135024013675
792,1.6746715108312182
793,13.686136653428722
794,11.315879903898017
795,58.38832455880092
796,10.163743703665657
797,1.8211461144949204
798,13.90979948125718
799,9.975120842281438
800,61.338500534737456
801,3.663665549323679
802,17.27477662499229
803,6.401533138689846
804,16.042902447417642
805,11.016957759805447
806,1.2493115410977904
807,1.8334439997691325
808,17.346389169164368
809,15.25786457360174
810,16.312681611985095
811,16.86742533765314
812,8.250734223224928
813,10.990354601037284
814,6.782884428718706
815,10.583606786055569
816,32.906588858967204
817,4.417794767041374
818,36.06415766277453
819,4.715573611369762
820,5.968099237479576
821,3.833308194746619
822,3.1528121472616175
823,14.136478372593627
824,4.517109208989249
825,11.050581017582846
826,3.8107785067659066
827,13.042027408724008
828,6.729095112393821
829,7.396484763821258
830,5.662265350475161
831,33.22899674395153
832,14.198530010719004
833,13.503751191320681
834,35.83308032812992
835,1.6803478489927728
836,16.345605487682477
837,30.257003227433106
838,59.26958718609579
839,2.2845113698982624
840,15.385407340626298
841,24.4303276354654
842,2.1083877704599505
843,8.588310814030802
844,6.188507199388536
845,0.8321393804209984
846,2.488887233466205
847,6.011448879532477
848,7.728364897779628
849,59.769923928635706
850,2.054257076709242
851,1.9978991143718772
852,52.87749229871017
853,4.4950652666772255
854,3.3509278933537576
855,3.398673458837206
856,5.308387243565569
857,2.497380379721003
858,4.204681050016197
859,3.0262050119107746
860,5.842801468290911
861,18.142786025247485
862,3.2508034534686767
863,19.80886490717111
864,14.926017202687682
865,25.74331788487289
866,29.98782276823081
867,4.553438731154563
868,0.6435709710840473
869,12.227010052065074
870,23.75210911720126
871,22.757453054543973
872,11.600361367758989
873,8.193322156396711
874,0.26476909459228615
875,14.403615676713926
876,49.16565659959554
877,6.31079115557139
878,16.569855437170343
879,1.5219227957761412
880,4.9262755885658365
881,47.63220443741745
882,1.7873595526183883
883,10.194714066690047
884,36.242487943207195
885,54.00998934516838
886,12.650134430364567
887,12.021670388427063
888,7.164377548398303
889,14.219401826850428
890,9.666557829827699
891,7.601673308702882
892,43.16777313192335
893,2.8113849261802377
