,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,Ratio of igse,ratio of se,Error of iGSE,Error of SE
501,251230,0.0493,0.5,88.62011176,98.01221632,53.5924805,0.604743996,0.546793885,0.653592275,0.828842692
502,251230,0.055,0.5,113.9484323,126.0248737,71.7885234,0.630008873,0.569637733,0.587279232,0.755501684
503,251230,0.0618,0.5,148.9464776,164.7320692,93.7876172,0.629673281,0.569334299,0.588125192,0.756437301
504,251230,0.0693,0.5,193.7884118,214.3264251,124.630477,0.643126572,0.581498417,0.554903877,0.719695136
505,251230,0.078,0.5,254.2961704,281.246895,169.281094,0.665684795,0.601894979,0.50221247,0.661419408
506,251230,0.0875,0.5,331.1501712,366.2460086,223.068469,0.673617254,0.609067304,0.484522544,0.641854675
507,251230,0.0981,0.5,430.6554947,476.2970692,294.008938,0.682701003,0.617280594,0.464770077,0.620008808
508,251230,0.1096,0.5,555.5765266,614.4574367,388.336,0.698978415,0.63199821,0.430659343,0.582282963
509,251230,0.1234,0.5,729.6003248,806.9245619,512.288906,0.702150052,0.634865922,0.424197003,0.575135734
510,251230,0.1385,0.5,951.2142448,1052.025488,672.461438,0.706950555,0.639206412,0.414526084,0.564439875
511,251230,0.155,0.5,1231.950883,1362.515055,883.083875,0.716817437,0.648127793,0.395055348,0.542905599
512,251230,0.174,0.5,1606.857193,1777.154549,1163.379,0.724008957,0.654630179,0.381198382,0.527580049
513,251230,0.1959,0.5,2109.957927,2333.574724,1529.56,0.724924407,0.655457905,0.379454175,0.525650987
514,251230,0.2185,0.5,2711.583149,2998.961171,1993.07775,0.735023652,0.664589382,0.360500436,0.504688501
515,251230,0.2453,0.5,3537.304355,3912.193663,2596.8245,0.734125266,0.663777084,0.36216535,0.506529865
516,251230,0.2752,0.5,4607.269292,5095.555236,3381.53325,0.733956067,0.663624099,0.36247937,0.506877165
517,282500,0.0195,0.5,12.6088859,13.94519627,6.87838,0.545518459,0.493243685,0.83311854,1.027395444
518,282500,0.0219,0.5,16.46272222,18.20746848,9.02727,0.548346129,0.495800391,0.823665651,1.016940723
519,282500,0.0243,0.5,20.90594791,23.12159451,11.6000195,0.554866947,0.501696347,0.80223386,0.993237555
520,282500,0.0272,0.5,27.08758877,29.95837579,15.11954,0.558172236,0.504684904,0.791561699,0.981434342
521,282500,0.031,0.5,36.58154436,40.45851633,20.6306406,0.563963085,0.509920839,0.773165704,0.961088708
522,282500,0.0346,0.5,47.08629251,52.07657489,27.0366309,0.574193241,0.519170682,0.741573966,0.926148827
523,282500,0.0388,0.5,61.2656481,67.75868181,35.8178281,0.584631506,0.528608691,0.710479148,0.891758529
524,282500,0.0438,0.5,80.94171759,89.52005337,48.1879,0.595340715,0.538291681,0.679710417,0.857728877
525,282500,0.0489,0.5,104.2512779,115.2999991,64.1020117,0.614879865,0.555958475,0.626333951,0.798695486
526,282500,0.055,0.5,136.5798968,151.054858,85.6091719,0.626806535,0.566742262,0.595388599,0.764470496
527,282500,0.0616,0.5,177.2042255,195.9846195,111.818508,0.631014908,0.570547364,0.584748614,0.752702867
528,282500,0.0694,0.5,233.0478601,257.7466539,151.728938,0.651063425,0.588674715,0.535948667,0.698731022
529,282500,0.0777,0.5,302.1154148,334.1341012,200.728484,0.664409938,0.600742287,0.505094886,0.664607307
530,282500,0.0873,0.5,394.8389184,436.6845935,265.442906,0.672281514,0.607859563,0.487472106,0.645116835
531,282500,0.0974,0.5,507.7647128,561.5784485,350.745781,0.690764388,0.624571299,0.447671619,0.601098228
532,282500,0.1097,0.5,667.3172702,738.0406472,464.274688,0.695733062,0.629063846,0.437332871,0.589663762
533,282500,0.1231,0.5,869.6300753,961.7948947,609.440938,0.700804808,0.633649587,0.426930849,0.578159317
534,282500,0.1378,0.5,1126.939489,1246.374381,803.073125,0.712614238,0.644327368,0.403283778,0.55200609
535,282500,0.1547,0.5,1470.071934,1625.872565,1055.0355,0.717676105,0.648904178,0.393386227,0.541059581
536,282500,0.1741,0.5,1928.541687,2132.931693,1392.43012,0.722011938,0.652824525,0.385018651,0.531805196
537,282500,0.1941,0.5,2475.945316,2738.350055,1815.61138,0.733300275,0.663031148,0.363697839,0.508224769
538,282500,0.218,0.5,3233.071285,3575.717474,2370.0875,0.733076165,0.662828514,0.364114736,0.50868585
539,282500,0.2446,0.5,4212.105242,4658.511053,3085.7545,0.732591975,0.662390722,0.365016317,0.509682981
540,316460,0.0174,0.5,11.56407058,12.78964972,6.67835,0.577508582,0.522168327,0.731576001,0.915091261
541,316460,0.0195,0.5,15.02492421,16.61729028,8.67703,0.57750907,0.522168768,0.731574538,0.915089643
542,316460,0.0217,0.5,19.20801079,21.24370722,11.1177803,0.578809561,0.52334464,0.727683968,0.910786744
543,316460,0.0244,0.5,25.14800128,27.81322764,14.4699404,0.57539127,0.520253909,0.737947814,0.922138369
544,316460,0.0276,0.5,33.37902345,36.91658702,19.5505898,0.585714853,0.529588225,0.707315421,0.888259505
545,316460,0.031,0.5,43.59107822,48.21093207,25.6467109,0.588347707,0.531968784,0.69967519,0.87980955
546,316460,0.0348,0.5,56.85668038,62.88244446,34.0614688,0.599075932,0.541668968,0.669237481,0.846146003
547,316460,0.0391,0.5,74.30848755,82.18382274,45.3764,0.610648951,0.552132993,0.637602092,0.811157843
548,316460,0.0437,0.5,95.94605985,106.1145804,60.2441289,0.627895809,0.567727156,0.592620918,0.76140949
549,316460,0.0491,0.5,125.3977971,138.6876609,80.0733125,0.638554379,0.577364359,0.566037337,0.732008538
550,316460,0.0551,0.5,163.431218,180.7519261,106.282867,0.650321697,0.588004063,0.537700503,0.70066852
551,316460,0.0618,0.5,212.7375917,235.28387,141.083781,0.663182185,0.599632185,0.507881276,0.667689003
552,316460,0.0694,0.5,277.7030789,307.1345059,187.005875,0.673402239,0.608872893,0.484996548,0.642378914
553,316460,0.0779,0.5,362.1376508,400.517592,247.381406,0.683114295,0.617654283,0.463883873,0.619028683
554,316460,0.087,0.5,466.7888965,516.2599481,327.390969,0.701368373,0.634159148,0.425784278,0.576891231
555,316460,0.0979,0.5,612.2200154,677.1040952,433.979156,0.708861431,0.640934177,0.41071295,0.560222619
556,316460,0.1098,0.5,796.8510713,881.3026527,569.884812,0.715171043,0.646639166,0.398266903,0.546457519
557,316460,0.1229,0.5,1032.398995,1141.814331,749.363188,0.725846491,0.65629163,0.377701776,0.523712866
558,316460,0.1379,0.5,1345.116975,1487.674675,984.679875,0.732040331,0.661891939,0.366044954,0.510820636
559,316460,0.1552,0.5,1764.794488,1951.830297,1294.07762,0.733273834,0.663007241,0.363747012,0.508279154
560,316460,0.1732,0.5,2270.872731,2511.543541,1693.58038,0.745783926,0.674318543,0.340870949,0.482978647
561,316460,0.1945,0.5,2964.359777,3278.527481,2211.57275,0.746054095,0.674562822,0.340385378,0.482441616
562,316460,0.2181,0.5,3856.634564,4265.367011,2880.95575,0.747012895,0.675429744,0.338664978,0.480538884
563,354610,0.0155,0.5,10.56977972,11.68998229,6.52342,0.617176533,0.558035063,0.620281957,0.792002092
564,354610,0.0175,0.5,13.96909571,15.44956335,8.53138,0.610732447,0.552208487,0.63737821,0.810910233
565,354610,0.0194,0.5,17.70194278,19.57802366,10.8299502,0.611794442,0.553168715,0.634535935,0.80776673
566,354610,0.0217,0.5,22.89926177,25.32616303,14.0060195,0.611636289,0.553025718,0.634958581,0.808234169
567,354610,0.0247,0.5,30.83448129,34.10237011,18.88525,0.612471792,0.553781158,0.632728255,0.80576747
568,354610,0.0277,0.5,40.12561062,44.37818854,24.9562207,0.621952422,0.562353298,0.607840029,0.778241548
569,354610,0.031,0.5,51.96808364,57.47574624,32.5570293,0.626481237,0.566448136,0.596217,0.765386691
570,354610,0.0349,0.5,68.23134318,75.46261266,43.3768086,0.635731419,0.574811911,0.572991314,0.73969951
571,354620,0.0389,0.5,87.55463316,96.83381655,57.3082812,0.654543102,0.591820949,0.527783268,0.689700241
572,354610,0.0438,0.5,114.9865601,127.1730241,75.9311484,0.66034803,0.597069614,0.51435297,0.674846578
573,354610,0.0492,0.5,150.1963065,166.114357,100.310359,0.667861689,0.603863271,0.49731601,0.656004012
574,354620,0.0552,0.5,195.6601564,216.3965401,134.753641,0.688712733,0.622716246,0.451984191,0.605867853
575,354610,0.0618,0.5,253.6199014,280.4989538,174.922703,0.689704168,0.623612675,0.449896995,0.603559452
576,354610,0.0694,0.5,331.069967,366.1573043,231.226938,0.698423177,0.631496177,0.431796701,0.58354086
577,354610,0.0775,0.5,426.6538998,471.8713787,306.098531,0.7174399,0.648690607,0.393844977,0.54156695
578,354610,0.0872,0.5,559.4366685,618.7266827,405.559906,0.724943374,0.655475054,0.379418084,0.525611071
579,354610,0.0979,0.5,729.8718514,807.2248654,535.079312,0.733114054,0.662862772,0.364044236,0.508607878
580,354610,0.1096,0.5,946.0127298,1046.272708,703.915688,0.744086909,0.672784144,0.343929033,0.486360833
581,354610,0.1229,0.5,1230.797666,1361.239618,921.583812,0.748769548,0.677018065,0.335524398,0.477065461
582,354610,0.1384,0.5,1617.002508,1788.375082,1214.139,0.750857834,0.678906239,0.331810038,0.472957447
583,354610,0.1543,0.5,2076.011567,2296.030672,1581.62975,0.761859797,0.688853929,0.312577464,0.451686573
584,354610,0.1733,0.5,2710.864792,2998.166682,2070.58338,0.763809168,0.6906165,0.309227543,0.447981622
585,354610,0.1944,0.5,3529.854685,3903.954465,2694.872,0.763451258,0.690292887,0.309841315,0.448660443
586,354610,0.2174,0.5,4563.937925,5047.63154,3485.02475,0.763600384,0.690427723,0.309585513,0.44837753
587,396820,0.0139,0.5,9.789835854,10.82737869,6.50003,0.663956995,0.600332748,0.506121642,0.665742879
588,396820,0.0156,0.5,12.76179366,14.11430945,8.49094,0.665340643,0.601583806,0.502989499,0.662278788
589,396820,0.0173,0.5,16.18553228,17.90090149,10.8139502,0.668124471,0.604100872,0.496727096,0.655352684
590,396820,0.0194,0.5,21.0595711,23.29149893,13.8265195,0.656543262,0.593629441,0.523128876,0.684552568
591,396820,0.022,0.5,28.11583711,31.09559956,18.5601406,0.660131175,0.59687354,0.514850437,0.675396767
592,396820,0.0247,0.5,36.68303299,40.57076089,24.2647695,0.66147119,0.598085147,0.511781638,0.672002732
593,396820,0.0277,0.5,47.73646374,52.79565234,31.7736504,0.665605449,0.601823237,0.502391546,0.661617462
594,396820,0.0312,0.5,62.7454855,69.3953548,41.7653281,0.665630806,0.601846164,0.502334313,0.661554164
595,396820,0.0348,0.5,80.6397513,89.18608419,55.2108203,0.684660101,0.619051961,0.460578757,0.615373286
596,396820,0.0391,0.5,105.3916253,116.5612024,72.7525703,0.690306939,0.624157685,0.448630954,0.602159235
597,396820,0.0439,0.5,137.5153938,152.0895004,95.6347578,0.695447652,0.628805786,0.437922748,0.590316156
598,396820,0.0492,0.5,178.6848954,197.6222132,127.748602,0.714937889,0.646428354,0.398722903,0.546961847
599,396820,0.0552,0.5,232.7619959,257.4304934,168.119234,0.722279569,0.65306651,0.384505451,0.531237606
600,396820,0.062,0.5,303.9737332,336.1893672,218.380906,0.718420318,0.649577076,0.391942816,0.539463195
601,396820,0.0692,0.5,391.2627629,432.7294312,288.474344,0.737290566,0.666639066,0.356317368,0.500062103
602,396820,0.0779,0.5,513.6193303,568.053548,381.860031,0.743468963,0.672225413,0.34504606,0.487596244
603,396820,0.0875,0.5,670.8210243,741.9157349,503.060656,0.749917844,0.678056324,0.333479405,0.474803736
604,396820,0.0978,0.5,866.2742567,958.083421,661.42625,0.763529846,0.690363945,0.309706497,0.448511336
605,396820,0.1098,0.5,1130.172775,1249.950336,869.193062,0.769079809,0.695382078,0.300255172,0.438058345
606,396820,0.1235,0.5,1480.727081,1637.656962,1141.086,0.770625468,0.696779623,0.297647225,0.435174003
607,396820,0.1378,0.5,1904.600318,2106.452979,1487.53325,0.781021213,0.706179186,0.280374955,0.41607119
608,396820,0.1547,0.5,2484.516252,2747.829353,1949.94812,0.784840155,0.709632175,0.274144797,0.409180749
609,396820,0.1736,0.5,3237.892069,3581.049172,2536.301,0.783318575,0.708256401,0.276619797,0.411918054
610,396820,0.1942,0.5,4189.462166,4633.468226,3282.849,0.783596765,0.708507934,0.276166575,0.411416799
611,446430,0.0123,0.5,8.866525525,9.806214419,6.74438,0.760656469,0.687765912,0.314653908,0.453983082
612,446430,0.0139,0.5,11.74309482,12.98764724,8.66141,0.737574731,0.666896,0.355794821,0.499484176
613,446420,0.0154,0.5,14.86031215,16.43523236,10.9618701,0.737660824,0.666973844,0.355636585,0.49930917
614,446430,0.0172,0.5,19.15796493,21.18835743,14.0653,0.734175057,0.663822104,0.362072969,0.506427693
615,446430,0.0196,0.5,25.86374044,28.60482201,18.7305391,0.724200707,0.654803554,0.380832677,0.527175585
616,446430,0.0219,0.5,33.37429216,36.91135429,24.1129199,0.722499815,0.653265651,0.3840834,0.530770825
617,446420,0.0246,0.5,43.59224248,48.21221972,31.4449199,0.721342104,0.652218879,0.386304771,0.533227621
618,446430,0.0277,0.5,57.26079869,63.3293919,41.7027617,0.728295145,0.658505639,0.373069705,0.51858988
619,446420,0.0309,0.5,73.60940159,81.4106465,54.0464102,0.734232435,0.663873984,0.361966527,0.50630997
620,446430,0.0347,0.5,96.09145445,106.2753841,70.91025,0.737945433,0.667231181,0.355113745,0.498730919
621,446430,0.039,0.5,125.6776043,138.9971226,93.0813828,0.740636196,0.669664098,0.350190559,0.493285966
622,446430,0.0437,0.5,163.2307524,180.5302148,123.129703,0.754329078,0.682044848,0.325681362,0.466179243
623,446430,0.049,0.5,212.339285,234.8433502,161.459594,0.760384938,0.6875204,0.315123368,0.454502296
624,446420,0.055,0.5,276.8739967,306.2175563,211.617797,0.76431084,0.691070099,0.308368203,0.447031207
625,446430,0.0614,0.5,356.5655478,394.3549484,274.795406,0.770672903,0.696822513,0.297567354,0.435085667
626,446420,0.0691,0.5,467.7540966,517.3274417,362.286125,0.774522613,0.70030332,0.291117888,0.427952676
627,446430,0.0776,0.5,610.6582247,675.3767833,476.190781,0.779799177,0.705074253,0.282381451,0.418290337
628,446430,0.0868,0.5,789.9484657,873.6684977,625.402188,0.791699984,0.715834655,0.263104736,0.396970645
629,446420,0.0974,0.5,1029.337763,1138.428664,820.998375,0.797598616,0.721168046,0.253763459,0.386639364
630,446430,0.1095,0.5,1347.168274,1489.943373,1078.03712,0.800224546,0.723542344,0.249649246,0.382089119
631,446420,0.1223,0.5,1736.696135,1920.754035,1406.65225,0.809958761,0.732343769,0.234630759,0.365478948
632,446430,0.1374,0.5,2269.395677,2509.909947,1837.2445,0.809574337,0.731996183,0.23521702,0.366127343
633,446430,0.1539,0.5,2944.932374,3257.041129,2394.31375,0.813028432,0.735119286,0.229969286,0.360323445
634,446430,0.1723,0.5,3817.410621,4221.986049,3099.5465,0.811949986,0.734144183,0.231602952,0.36213025
635,56190,0.0339,0.9,5.801693178,4.10320805,4.47604,0.771505811,1.090863526,0.296166517,0.083295044
636,56190,0.0439,0.9,10.50759815,7.431427342,8.53325,0.812102812,1.14826528,0.231371183,0.129121104
637,56200,0.0491,0.9,13.59343067,9.613861407,11.1576104,0.820809012,1.160575333,0.21831021,0.138358388
638,56190,0.0547,0.9,17.41744103,12.31836673,14.5204902,0.83367529,1.178767487,0.199507785,0.151656276
639,56200,0.0612,0.9,22.5500762,15.94838806,18.7372598,0.830917804,1.174868565,0.203488474,0.14884096
640,56200,0.0688,0.9,29.50905058,20.87007537,24.8889395,0.843434099,1.192565866,0.185629085,0.161471891
641,56190,0.0874,0.9,51.12316456,36.15651051,44.7907,0.876133166,1.238800409,0.141379004,0.192767461
642,56190,0.1232,0.9,112.5123598,79.5736014,100.321742,0.891650857,1.260741505,0.121515212,0.206815992
643,56200,0.1536,0.9,186.8067625,132.1178125,169.455688,0.907117525,1.282610458,0.10239299,0.220340054
644,56180,0.1734,0.9,246.6861985,174.4671365,225.750062,0.915130491,1.293940318,0.092740336,0.227166828
645,56190,0.1939,0.9,318.9831267,225.5986474,294.095781,0.921979115,1.303623866,0.084623267,0.23290757
646,56180,0.2174,0.9,414.7640297,293.3390397,381.366312,0.919477787,1.300087136,0.087573854,0.230820787
647,56190,0.2453,0.9,547.5278936,387.2353796,502.238562,0.917283974,1.296985215,0.090174939,0.228981188
648,56210,0.272,0.9,694.6162997,491.2626547,643.562938,0.926501348,1.310018036,0.079329245,0.236651731
649,70790,0.0271,0.9,4.955250121,3.504566953,3.43915,0.694041656,0.981333798,0.440835707,0.019021256
650,70790,0.0306,0.9,6.550480176,4.632782563,4.73055,0.722168432,1.021103394,0.384718516,0.020667245
651,70790,0.035,0.9,8.919387367,6.308176065,6.68006,0.748937088,1.058952688,0.335225637,0.055670748
652,70780,0.0392,0.9,11.56984574,8.182694729,8.82347,0.762626417,1.078308588,0.311258013,0.072621686
653,70790,0.0436,0.9,14.77665489,10.45068869,11.3890898,0.770748852,1.089793232,0.297439493,0.082394741
654,70790,0.049,0.9,19.32371265,13.66656438,15.2049297,0.786853436,1.112564159,0.270884709,0.101175432
655,70800,0.0549,0.9,25.09783097,17.75027029,20.4350293,0.814214954,1.151251726,0.228176902,0.131380238
656,70790,0.0617,0.9,32.8143127,23.20769952,26.70475,0.813814089,1.150684926,0.228781872,0.130952377
657,70800,0.0699,0.9,43.71937858,30.92023322,36.1750391,0.827437175,1.169947162,0.20855097,0.145260545
658,70790,0.078,0.9,56.23269257,39.77018945,47.5507891,0.845607545,1.195638989,0.182581691,0.163627141
659,70790,0.0873,0.9,72.84346344,51.5180442,62.0154219,0.851351912,1.203761184,0.174602401,0.169270439
660,70790,0.0983,0.9,95.67784268,67.66750365,81.8683672,0.855666943,1.209862383,0.168679014,0.173459714
661,70790,0.1095,0.9,122.5976277,86.70633856,107.732469,0.878748398,1.242498193,0.137982159,0.195169856
662,70780,0.1225,0.9,158.6115605,112.1769476,139.738953,0.88101367,1.245701153,0.135056168,0.197239243
663,70790,0.1386,0.9,210.6917975,149.0103411,187.176703,0.88839103,1.256132303,0.125630456,0.203905514
664,70780,0.1546,0.9,270.7504737,191.4864315,242.094266,0.894160083,1.264289402,0.118367974,0.209041855
665,70780,0.1737,0.9,353.8422107,250.2524975,317.859875,0.898309657,1.270156654,0.113201881,0.212695539
666,70780,0.1957,0.9,465.3811941,329.137685,418.440688,0.899135361,1.271324151,0.112179593,0.213418545
667,70790,0.217,0.9,590.1983588,417.413776,533.42225,0.903801649,1.277922006,0.106437459,0.217479631
668,70790,0.2446,0.9,777.0873639,549.589754,697.85425,0.898038345,1.269773035,0.113538198,0.212457681
669,70790,0.276,0.9,1025.626499,725.3673675,918.444375,0.895495949,1.266178238,0.116699636,0.210221776
670,79430,0.0618,0.9,39.3472929,27.82810535,32.0472891,0.814472528,1.151615918,0.227788497,0.131654935
671,79430,0.0692,0.9,51.02364224,36.08612403,42.2628086,0.828298544,1.171165087,0.207294166,0.146149411
672,79430,0.0774,0.9,65.99618677,46.67535433,55.0573594,0.834250615,1.179580963,0.198680567,0.15224132
673,79440,0.0972,0.9,111.4043176,78.78994611,96.2987266,0.86440749,1.222220998,0.156861794,0.181817363
674,79430,0.1086,0.9,143.7083708,101.6367681,125.654438,0.874371043,1.236308871,0.143679229,0.191140642
675,79430,0.1924,0.9,534.7724547,378.2141822,484.209719,0.90545,1.280252676,0.104423215,0.218904191
676,79430,0.217,0.9,705.0721479,498.6574822,633.8135,0.898934246,1.271039787,0.112428416,0.213242567
677,79430,0.2447,0.9,929.2087385,657.1765619,830.80025,0.894094314,1.26419641,0.118450239,0.208983673
678,112170,0.0172,0.9,3.549169083,2.5101257,2.48196,0.699307343,0.988779168,0.429986415,0.011348168
679,112170,0.0194,0.9,4.679872221,3.309807806,3.3172,0.708822772,1.002233421,0.410789889,0.002228444
680,112170,0.0222,0.9,6.379197541,4.511644084,4.63217,0.726136786,1.026714411,0.377150999,0.026019321
681,112170,0.0276,0.9,10.52024321,7.440370476,7.76849,0.738432548,1.044099891,0.354219831,0.042237233
682,112170,0.0347,0.9,17.80172479,12.59014881,13.9768301,0.785139096,1.110140183,0.273659668,0.09921286
683,112160,0.0391,0.9,23.41697436,16.56149589,18.6608691,0.796894971,1.126762294,0.254870512,0.112501363
684,112170,0.0494,0.9,40.07933206,28.34583507,33.1808711,0.827879842,1.170573067,0.207904757,0.145717574
685,112170,0.0622,0.9,68.05096454,48.12858194,56.9172109,0.83639095,1.18260727,0.195613128,0.154410745
686,112170,0.0692,0.9,86.94667744,61.4924464,74.6540312,0.858618563,1.214035797,0.16466152,0.17630106
687,112170,0.0775,0.9,112.7947231,79.77330091,98.1251328,0.869944356,1.2300498,0.149498807,0.187024785
688,112170,0.0978,0.9,192.5040548,136.1471838,171.742984,0.892152553,1.261450874,0.120884536,0.207262034
689,112170,0.1372,0.9,419.0192519,296.3485167,383.907062,0.916203874,1.295458018,0.09146013,0.228072245
690,112170,0.1547,0.9,552.1108923,390.4766743,507.752188,0.919656169,1.300339358,0.087362901,0.230969982
691,112170,0.1744,0.9,727.1679972,514.2846214,671.206188,0.92304143,1.305125917,0.08337499,0.233790405
692,112180,0.2199,0.9,1238.859768,876.1751472,1142.33725,0.922087616,1.30377728,0.084495641,0.232997832
693,112170,0.2466,0.9,1611.806729,1139.939349,1493.72088,0.926736967,1.310351188,0.079054829,0.236845809
694,125900,0.0153,0.9,3.241646191,2.292632226,2.38322,0.735188191,1.039512562,0.360195949,0.038010664
695,125890,0.0198,0.9,5.861277283,4.145348503,4.38032,0.747331987,1.056683171,0.3380934,0.053642541
696,125890,0.0222,0.9,7.623579307,5.391724626,5.75388,0.754747838,1.067168745,0.324945829,0.062941072
697,125890,0.0276,0.9,12.57241337,8.891753865,9.60085,0.763644156,1.079747612,0.309510446,0.073857641
698,125890,0.0309,0.9,16.2974065,11.52622992,12.91975,0.792748834,1.120899903,0.26143358,0.107859678
699,125890,0.0349,0.9,21.55707611,15.24609549,17.2903203,0.802071682,1.134081858,0.246771357,0.118229435
700,125880,0.0394,0.9,28.48113143,20.14308654,23.2500195,0.816330614,1.154243142,0.224993873,0.133631413
701,125890,0.0441,0.9,36.90323527,26.09956221,30.6117695,0.82951452,1.172884405,0.205524407,0.147401061
702,125890,0.0493,0.9,47.67506785,33.71786756,39.8531719,0.835933197,1.181960034,0.19626784,0.153947705
703,125890,0.0555,0.9,62.58898951,44.26563724,52.0506797,0.831626778,1.175871013,0.202462482,0.149566586
704,125890,0.0618,0.9,80.12891527,56.67063046,68.5906406,0.856003608,1.210338407,0.168219375,0.173784791
705,125890,0.0692,0.9,103.9072527,73.48769792,89.9837266,0.86600044,1.224473336,0.154733824,0.183322355
706,125890,0.0782,0.9,137.6113364,97.32468197,120.118242,0.872880426,1.234201228,0.145632288,0.189759354
707,125880,0.0873,0.9,177.1932917,125.3187507,156.589734,0.883722699,1.24953156,0.131576682,0.199700086
708,125890,0.098,0.9,231.1379747,163.4707609,205.737547,0.890107077,1.258558692,0.123460341,0.205440313
709,125890,0.1105,0.9,304.5535328,215.3934151,272.295625,0.894081321,1.264178038,0.118466493,0.208972178
710,125880,0.1226,0.9,386.6344366,273.4445762,350.59725,0.90679261,1.282151048,0.10278799,0.220060693
711,125890,0.1382,0.9,509.1826257,360.1159497,460.982312,0.905337866,1.280094126,0.104560007,0.218807446
712,125890,0.1558,0.9,670.6400271,474.3055989,610.012438,0.909597419,1.286116882,0.099387464,0.222465692
713,125890,0.1751,0.9,877.0509523,620.2883222,799.52725,0.911608668,1.288960668,0.096961926,0.224181137
714,125890,0.1963,0.9,1140.429003,806.5606575,1036.68944,0.909034615,1.285321111,0.10006812,0.221984303
715,125900,0.22,0.9,1482.047714,1048.168168,1351.12625,0.911661775,1.289035759,0.096898024,0.224226331
716,141270,0.0134,0.9,2.855639288,2.019631469,2.2798,0.798350131,1.128819805,0.252583248,0.114119015
717,141290,0.0151,0.9,3.758234896,2.657986075,3.00905,0.800655117,1.132078918,0.248977218,0.116669356
718,141290,0.0173,0.9,5.136957483,3.633078249,4.14228,0.806368364,1.140157111,0.240128017,0.122927893
719,141280,0.0194,0.9,6.683147347,4.726610517,5.41699,0.810544751,1.146062275,0.233738173,0.127447066
720,141280,0.0216,0.9,8.554063662,6.049803359,6.88028,0.804328828,1.137273328,0.243272608,0.120703902
721,141280,0.0241,0.9,11.00164755,7.780840418,9.00518,0.81853013,1.157353128,0.221702126,0.135959479
722,141280,0.027,0.9,14.28370032,10.10204993,11.9059502,0.833534024,1.178567744,0.199711076,0.1515125
723,141280,0.0305,0.9,18.90039672,13.36717706,15.9032402,0.841423619,1.189723165,0.188462004,0.159468329
724,141280,0.0344,0.9,24.91979678,17.62435682,21.3060195,0.854983678,1.208896286,0.169612972,0.172799179
725,141280,0.0385,0.9,32.27797864,22.82838091,27.9052207,0.864528136,1.222391584,0.156700353,0.181931541
726,141280,0.0431,0.9,41.83412424,29.5868999,36.2410312,0.866303092,1.224901268,0.154330405,0.18360767
727,141290,0.0485,0.9,54.87411442,38.80934429,47.7812695,0.870743337,1.23117951,0.148444045,0.187770758
728,141270,0.0539,0.9,69.92208998,49.45192268,61.9451211,0.885916327,1.252633219,0.128774773,0.201681718
729,141270,0.0604,0.9,90.83024951,64.23907634,80.8510312,0.890133316,1.258595793,0.123427224,0.205463735
730,141280,0.0683,0.9,120.4860647,85.21295,107.876453,0.895343816,1.265963131,0.11688938,0.21008758
731,141280,0.0762,0.9,154.9370854,109.5782001,140.479125,0.906684959,1.281998836,0.102918924,0.21996809
732,141280,0.0858,0.9,203.4980178,143.9225894,185.286703,0.910508638,1.28740529,0.098287219,0.223243832
733,141280,0.0966,0.9,267.2190304,188.9888422,244.285766,0.914178027,1.29259359,0.09387884,0.226361628
734,141280,0.1071,0.9,338.712977,239.5524498,314.148719,0.927477659,1.311398482,0.078193087,0.237455271
735,141290,0.1207,0.9,445.8305495,315.3106246,414.838406,0.930484478,1.315649945,0.074708954,0.2399194
736,141270,0.1361,0.9,587.3552903,415.4030351,548.4,0.933676787,1.320163681,0.071034446,0.242518171
737,141290,0.1528,0.9,766.4596007,542.0733408,716.235875,0.934473095,1.321289614,0.070121768,0.243163656
738,141280,0.1717,0.9,1001.872114,708.5672404,937.098062,0.935346986,1.322525243,0.069121958,0.243870765
739,141280,0.1923,0.9,1299.806864,919.2795658,1217.0185,0.93630718,1.323882903,0.068025559,0.244646186
740,158740,0.0119,0.9,2.602787955,1.840804083,2.3266,0.893887647,1.263904194,0.118708826,0.20880079
741,158750,0.0134,0.9,3.419357244,2.41831716,3.01751,0.882478719,1.247772645,0.133171802,0.198571949
742,158750,0.0153,0.9,4.637246287,3.279660904,4.10037,0.884225194,1.250242059,0.13093362,0.200154888
743,158750,0.0172,0.9,6.068304781,4.291767293,5.31808,0.876369957,1.239135218,0.141070608,0.192985571
744,158750,0.0191,0.9,7.720104082,5.459991116,6.69495,0.867209811,1.226183314,0.153123486,0.184461256
745,158750,0.0214,0.9,10.0249809,7.090099577,8.76594,0.874409646,1.236363454,0.143628739,0.191176351
746,158750,0.024,0.9,13.04674663,9.227222841,11.76054,0.901415528,1.274548171,0.10936629,0.215408235
747,158750,0.027,0.9,17.10150707,12.09492459,15.1945498,0.888491859,1.256274869,0.125502716,0.203995857
748,158750,0.0305,0.9,22.62895895,16.00417735,20.2481895,0.894791031,1.265181525,0.117579374,0.209599587
749,158750,0.0342,0.9,29.43876931,20.82036942,26.5945,0.903383552,1.277330842,0.106949531,0.217117471
750,158750,0.0382,0.9,37.9571784,26.84495632,34.2301602,0.901809925,1.275105826,0.108881121,0.215751368
751,158750,0.043,0.9,49.82030737,35.23507362,45.1683281,0.906624838,1.281913828,0.102992062,0.219916364
752,158750,0.0478,0.9,63.53404646,44.93402234,59.2351,0.932336335,1.318268361,0.072574309,0.241429113
