,frequency,peak flux density,duty cycle,loss calculted by SE,loss calculted by iGSE,Measured loss,error for SE,error for iGSE,loss error percent by iGSE
1649,400000.0,0.0479,0.4,7.006288735812522,123.82029679135483,153.022234,0.9542139168102034,0.1908346025626914,1.235841279381298
1650,400000.0,0.0538,0.4,9.365136947478495,165.5076003935187,202.371656,0.9537230799382375,0.18216017171140467,1.222733309641561
1651,400000.0,0.0601,0.4,12.349746907918876,218.25382668293585,270.711031,0.9543803336631713,0.19377564380471862,1.2403495284106536
1652,400000.0,0.067,0.4,16.202197565057453,286.3371731917248,358.650688,0.9548245741409048,0.20162658884478485,1.2525467231593286
1653,400000.0,0.0751,0.4,21.5475323820375,380.8038685342306,472.347531,0.9543820365983081,0.19380573932918344,1.2403958311088967
1654,400000.0,0.0839,0.4,28.419470493429557,502.2498221009315,618.167312,0.9540262483283335,0.18751798687645346,1.2307964777651508
1655,400000.0,0.0941,0.4,37.85257674730949,668.9586261571411,814.699,0.9535379609557524,0.17888861265677122,1.2178615659387937
1656,400000.0,0.1054,0.4,50.24979166513391,888.051342485683,1058.43688,0.9525245268615982,0.1609784586439552,1.191864512064587
1657,400000.0,0.118,0.4,66.6268808365769,1177.479329006051,1388.29325,0.9520080639759814,0.15185114599811592,1.1790383200798131
1658,400000.0,0.1326,0.4,89.16862776741941,1575.8536895866737,1796.0308799999998,0.9503523971885053,0.12259098263016845,1.1397193101544063
1659,410000.0,0.011,0.4,0.18476076491710075,3.265228369835387,4.299720000000001,0.9570295821781183,0.2405951155341775,1.3168206057871434
1660,410000.0,0.0121,0.4,0.23443203508100885,4.143055654095234,5.33273,0.9560390203364864,0.22308917682027132,1.287149013972048
1661,410000.0,0.0136,0.4,0.3139131048097247,5.547703680203547,7.0819399999999995,0.9556741366335036,0.2166406831738835,1.2765534008730908
1662,410000.0,0.0153,0.4,0.4213070029180705,7.445647775682475,9.334290000000001,0.9548645903525528,0.20233378482107647,1.2536572077027122
1663,410000.0,0.0172,0.4,0.5644165133359027,9.974784487252284,12.4346,0.9546091942373777,0.19782023649717043,1.2466033743276703
1664,410000.0,0.0192,0.4,0.7429262010823917,13.129539215518422,16.0846299,0.9538114208594634,0.18372139756113243,1.2250719264381202
1665,410000.0,0.0215,0.4,0.9855991177685551,17.418233801243314,21.3372793,0.9538085852506718,0.18367128459328386,1.2249967214515711
1666,410000.0,0.0241,0.4,1.3108636516481518,23.166548299732614,28.486529299999997,0.9539830339511332,0.1867542705620998,1.2296406409550786
1667,410000.0,0.027,0.4,1.7411472495444416,30.7708370758491,37.501441400000004,0.9535711912784121,0.17947588340300175,1.2187332215747066
1668,410000.0,0.0301,0.4,2.284322222973084,40.370225419037496,50.4675703,0.9547368298217226,0.2000759065859468,1.2501186152951445
1669,410000.0,0.0337,0.4,3.029197319630954,53.53420695311717,67.26309380000001,0.954964942162221,0.2041072759410129,1.2564507373557616
1670,410000.0,0.0378,0.4,4.03545547464341,71.317542482168,88.9138516,0.9546138717193597,0.19790290040513786,1.2467318489308816
1671,410000.0,0.0424,0.4,5.376354889250326,95.01490491533751,117.844492,0.9543775462220981,0.1937263820922788,1.2402737455245012
1672,410000.0,0.0475,0.4,7.140333902016436,126.1892417333435,156.327281,0.9543244540790264,0.1927880986214844,1.23883208150456
1673,410000.0,0.0534,0.4,9.566346644058443,169.0635264033163,210.79578099999998,0.9546179406500623,0.19797480954651403,1.2468436302288384
1674,410000.0,0.0593,0.4,12.429331766998642,219.66030895092823,277.819,0.9552610448997417,0.20934022168775998,1.2647664993590824
1675,410000.0,0.0665,0.4,16.54914571022828,292.46869644549486,368.76809399999996,0.9551231628237656,0.20690346804923182,1.2608805608320015
1676,410000.0,0.0745,0.4,21.97978024917627,388.4428713236789,486.294312,0.9548014860408726,0.20121855892964072,1.2519069029195393
1677,410000.0,0.0835,0.4,29.225348494750847,516.4918919133245,641.669188,0.9544541813113351,0.1950807338542107,1.2423606218153027
1678,410000.0,0.0934,0.4,38.66545380330133,683.3243884205942,837.50275,0.9538324455611622,0.18409296158061064,1.2256298241246253
1679,410000.0,0.1047,0.4,51.43199205706835,908.9440588603245,1093.96125,0.952985544911149,0.16912590929493668,1.203551791043839
1680,410000.0,0.1171,0.4,68.02544332564209,1202.1957557773533,1430.061,0.9524317890456127,0.15933952763039244,1.1895408822794475
1681,410000.0,0.1312,0.4,90.3701185933622,1597.0873207243537,1845.126,0.951022250733358,0.13442912802466944,1.1553068990386506
1682,420000.0,0.011,0.4,0.19209711649188313,3.39488178030819,4.5723199999999995,0.9579869483124797,0.2575143952505095,1.346827458476307
1683,420000.0,0.0121,0.4,0.24374069880362156,4.307565218049304,5.58368,0.9563476598222638,0.22854368121932056,1.2962496717643637
