,fs,Bm,D,pred_val_y,y_val,iGSE,prediction error,iGSE error
0,100000.0,0.1863,0.5,340.01326613117277,345.68850000000003,384.3424645738802,1.6417190241582413,11.181732853097559
1,450000.0,0.1314,0.5,1555.3403604896023,1634.17125,1825.886001410543,4.823906277288736,11.731619400998696
2,150000.0,0.1054,0.5,152.35938308820008,153.82089100000002,178.35237470293927,0.9501361631041009,15.948083217733572
3,220000.0,0.1065,0.9000000000000001,644.9473906021765,654.9979379999999,576.2360254128486,1.5344395477811996,12.02475733399199
4,210000.0,0.010999999999999996,0.9000000000000001,3.4122426527958534,3.530480000000046,1.8400777358009464,3.349044526642018,47.88023906661637
5,380000.0,0.0373,0.10000000000000003,198.98594637314403,192.52215599999997,101.3608219264687,3.357426754115545,47.35108725539687
6,270000.0,0.0242,0.5,10.26425513859242,9.93442000000001,11.677795626988939,3.3201247641272396,17.54884157292451
7,90000.0,0.0946,0.5,60.8123028882795,60.477300000000014,59.63542581054054,0.5539316210867268,1.3920498922066202
8,470000.0,0.019299999999999998,0.5,20.854053567684517,20.055099999999985,16.251550982314257,3.9837924901124,18.965495149292355
9,190000.0,0.0169,0.10000000000000003,7.195986278420726,6.914030000000006,4.576140135212427,4.0780308795408775,33.81370727039913
10,140000.0,0.0738,0.10000000000000003,121.55992081553978,126.35664099999995,111.03541039971554,3.7961757660684983,12.12538611269701
11,440000.0,0.028999999999999998,0.10000000000000003,159.3696493456014,160.74546899999996,68.49717563038615,0.8558994931288266,57.38780317945623
12,150000.0,0.1866,0.5,613.2761540813794,608.2624380000001,743.0361435465568,0.8242685670127401,22.157163935636067
13,420000.0,0.030399999999999996,0.9000000000000001,141.55559473740433,149.01695299999992,71.47894289384044,5.007053299899097,52.03301271779427
14,360000.0,0.0271,0.9000000000000001,80.62976574355079,86.81609999999996,41.81459546883974,7.125791479286877,51.835436665733944
15,370000.0,0.0508,0.10000000000000003,373.1191239543517,369.157281,210.0393657051926,1.0732127356717933,43.10301421220171
16,260000.0,0.0732,0.10000000000000003,400.04312721938743,400.63465599999995,295.8229215417163,0.14764793103982515,26.161424851444618
17,380000.0,0.0631,0.9000000000000001,579.4377657744394,568.9809379999999,376.9297923091271,1.8378168891203681,33.753528961083205
