,fs,Bm,D,pred_val_y,y_val,iGSE,prediction error,iGSE error
0,100000.0,0.1863,0.5,341.0535900153224,345.68850000000003,384.3424645738802,1.3407764460424976,11.181732853097559
1,450000.0,0.1314,0.5,1619.5791595375629,1634.17125,1825.886001410543,0.8929352087449358,11.731619400998696
2,150000.0,0.1054,0.5,154.04466534264887,153.82089100000002,178.35237470293927,0.1454772113164083,15.948083217733572
3,220000.0,0.1065,0.9000000000000001,664.1475282781925,654.9979379999999,576.2360254128486,1.3968884094704725,12.02475733399199
4,210000.0,0.010999999999999996,0.9000000000000001,3.433732990359885,3.530480000000046,1.8400777358009464,2.7403358648161027,47.88023906661637
5,380000.0,0.0373,0.10000000000000003,200.9768085934706,192.52215599999997,101.3608219264687,4.391521874225545,47.35108725539687
6,270000.0,0.0242,0.5,10.215235336097471,9.93442000000001,11.677795626988939,2.8266907992360015,17.54884157292451
7,90000.0,0.0946,0.5,62.20297757909572,60.477300000000014,59.63542581054054,2.853430260768435,1.3920498922066202
8,470000.0,0.019299999999999998,0.5,20.352929495580412,20.055099999999985,16.251550982314257,1.485056148213805,18.965495149292355
9,190000.0,0.0169,0.10000000000000003,7.319951254416703,6.914030000000006,4.576140135212427,5.870979073227876,33.81370727039913
10,140000.0,0.0738,0.10000000000000003,121.62535787897394,126.35664099999995,111.03541039971554,3.7443881727008015,12.12538611269701
11,440000.0,0.028999999999999998,0.10000000000000003,157.28647320525928,160.74546899999996,68.49717563038615,2.151846528713462,57.38780317945623
12,150000.0,0.1866,0.5,594.877096854109,608.2624380000001,743.0361435465568,2.200586508333934,22.157163935636067
13,420000.0,0.030399999999999996,0.9000000000000001,142.14240538834414,149.01695299999992,71.47894289384044,4.613265452861444,52.03301271779427
14,360000.0,0.0271,0.9000000000000001,80.46573914173996,86.81609999999996,41.81459546883974,7.314727174176225,51.835436665733944
15,370000.0,0.0508,0.10000000000000003,376.58118986954577,369.157281,210.0393657051926,2.011042244496799,43.10301421220171
16,260000.0,0.0732,0.10000000000000003,398.13450767147265,400.63465599999995,295.8229215417163,0.6240469442881403,26.161424851444618
17,380000.0,0.0631,0.9000000000000001,573.1520064391004,568.9809379999999,376.9297923091271,0.7330770084780079,33.753528961083205
18,160000.0,0.0859,0.9000000000000001,217.79551199221675,223.370188,201.3232849182624,2.4957117409881335,9.870118872683944
19,100000.0,0.030100000000000002,0.10000000000000003,8.373158786222849,8.089080000000008,6.859771119461527,3.5118800435011197,15.1971408434393
20,340000.0,0.0383,0.5,47.325739883701374,48.08617189999999,53.36255012744573,1.5813943723364174,10.972755823479767
21,110000.0,0.1683,0.9000000000000001,552.8950219242337,586.2825620000001,589.7182724574337,5.694786480066998,0.5860161430886338
22,410000.0,0.0945,0.5,620.6306382521848,628.343938,689.4357422702618,1.22756014363191,9.722669476961173
23,270000.0,0.1015,0.10000000000000003,910.4128058863837,908.0666249999999,711.4575285868308,0.25837100734582813,21.651395503404736
24,210000.0,0.2618,0.5,2323.7586127092104,2177.6517499999995,2982.074816410317,6.709376864744829,36.9399315758508
25,360000.0,0.0172,0.9000000000000001,30.817250035507456,32.82107029999994,13.430159893132043,6.105286165797238,59.08067661909225
26,450000.0,0.0938,0.5,736.3867951043462,739.5023120000001,786.6034528596086,0.4212991420172672,6.369302718232551
27,90000.0,0.0676,0.9000000000000001,44.180266448265975,46.967890599999976,43.670494831815745,5.935169998317962,7.020531955046396
28,260000.0,0.0599,0.5,86.93309943792124,87.11597660000004,105.7293926059094,0.20992379264539637,21.36624845678347
29,480000.0,0.05349999999999999,0.5,220.7461634534496,222.458406,214.71567485261244,0.7696910974676251,3.4805298152624355
30,300000.0,0.0247,0.9000000000000001,45.252057400408106,46.41344140000001,24.70418723864998,2.5022578903013746,46.773636055675084
31,150000.0,0.024,0.10000000000000003,9.550234387753155,9.271199999999995,7.501435781550526,3.009690091392275,19.08883659558061
32,420000.0,0.0478,0.5,127.54309766253688,127.048594,130.59541092893903,0.3892240338660385,2.7917010470332615
33,160000.0,0.0941,0.5,127.16755395379776,128.53461700000003,149.11855748024593,1.063575772900355,16.01431657920286
34,410000.0,0.1049,0.5,797.7628737961797,812.104062,894.8935446223,1.7659298696895636,10.194442620864523
35,430000.0,0.0199,0.9000000000000001,61.82626583706048,60.512628900000045,25.761505467309917,2.1708475750265017,57.42788582217769
36,370000.0,0.0126,0.9000000000000001,16.71911897836109,17.094949199999924,6.451454933750597,2.1984869170528683,62.261046474764456
37,380000.0,0.0417,0.10000000000000003,258.0133718050075,242.03970299999995,133.92171814635975,6.59960684425711,44.669524674487064
38,130000.0,0.1833,0.10000000000000003,960.5542684296195,916.8366250000003,956.1110536223624,4.76831337640108,4.283688887577124
39,200000.0,0.118,0.9000000000000001,715.0727188260564,703.141562,638.2117663823785,1.6968356687833501,9.234242310031659
40,350000.0,0.012700000000000003,0.9000000000000001,15.058391949121713,15.369879900000011,6.015016385071419,2.0266127836060592,60.864909653123476
41,70000.0,0.2328,0.5,346.127227130523,365.51415600000007,376.8455663114309,5.304015877698881,3.1001289896500825
42,410000.0,0.026300000000000004,0.10000000000000003,110.10401401426513,108.75485199999994,47.87245406464831,1.2405534001050273,55.981316525861
43,400000.0,0.1324,0.5,1316.9474839010566,1321.7870000000003,1538.303120319919,0.3661343392652298,16.380560583506917
44,410000.0,0.018799999999999997,0.10000000000000003,55.77190790306585,51.68707030000002,20.694425730721434,7.903016323728116,59.96208411386508
45,80000.0,0.0298,0.10000000000000003,5.889778410100835,5.013039999999977,4.664928450623336,17.489156481912406,6.944120720693291
46,350000.0,0.0579,0.10000000000000003,443.82117117916005,426.1649379999999,266.2183251942729,4.14305157576341,37.53162180735925
47,370000.0,0.0694,0.9000000000000001,671.7623690249702,675.6013750000001,457.9269475775316,0.5682353703069155,32.21935826025642
48,50000.0,0.2081,0.10000000000000003,331.0606524402968,298.981469,280.30300066528457,10.729488870193753,6.24736656662672
49,100000.0,0.1181,0.5,119.9709382898169,116.38284399999999,123.07428199611286,3.0830096313997175,5.749505482193637
50,490000.0,0.0597,0.5,299.48505203637893,300.85321899999997,291.9439880599199,0.4547622818092686,2.9613214609081777
51,180000.0,0.1664,0.5,593.006957648629,599.5475620000001,749.2947445104494,1.090923350526614,24.976697763712913
52,200000.0,0.0668,0.10000000000000003,193.25189603242552,190.28615599999995,154.0443360598049,1.5585684711743153,19.045957258285814
53,260000.0,0.0693,0.9000000000000001,338.2230603094589,333.184031,258.0061188908575,1.5123862012038918,22.563479973367176
54,250000.0,0.0303,0.10000000000000003,50.62055752276903,49.33098829999996,30.656744945131948,2.6141159283627724,37.85499540634183
55,470000.0,0.0552,0.10000000000000003,726.4766032974179,747.9541249999999,380.460819275537,2.8715025406915107,49.13313443180261
56,450000.0,0.027200000000000002,0.5,39.70895727862421,39.296070300000004,35.69757820186311,1.0507080618292963,9.157384111603887
57,270000.0,0.0816,0.10000000000000003,546.8196339729097,556.3839999999999,412.4581288705082,1.719022478556206,25.86808231895449
58,380000.0,0.1658,0.5,2030.926531919633,2044.3143800000003,2483.7678071377586,0.6548820578353192,21.49637215474453
59,120000.0,0.0739,0.10000000000000003,93.22880923921682,97.10721090000001,86.84629942853192,3.9939378598538213,10.566580356256623
