Frequency,Flux_Density,Power_Loss,Duty_1,Duty_2,Duty_3,Duty_4,Outlier_Factor
50000.0,0.0471,10910.4404,0.2,0.0,0.8,0.0,-6.45
50000.0,0.0587,18417.2,0.2,0.0,0.8,0.0,-2.43
50000.0,0.0665,24928.5898,0.2,0.0,0.8,0.0,-0.3
50000.0,0.0757,34286.7305,0.2,0.0,0.8,0.0,1.09
50000.0,0.0831,43864.8398,0.2,0.0,0.8,0.0,-2.63
50000.0,0.0944,57489.8086,0.2,0.0,0.8,0.0,2.15
50000.0,0.1056,76060.3438,0.2,0.0,0.8,0.0,-0.83
50000.0,0.1179,98449.7812,0.2,0.0,0.8,0.0,0.32
50000.0,0.1327,130573.047,0.2,0.0,0.8,0.0,-0.53
50000.0,0.148,168037.516,0.2,0.0,0.8,0.0,0.5
50000.0,0.1661,221602.906,0.2,0.0,0.8,0.0,-0.29
50000.0,0.186,289982.0,0.2,0.0,0.8,0.0,-2.64
50000.0,0.2092,363899.438,0.2,0.0,0.8,0.0,2.07
50000.0,0.2344,472391.75,0.2,0.0,0.8,0.0,0.14
50000.0,0.261,607955.438,0.2,0.0,0.8,0.0,-0.52
50000.0,0.2926,786737.062,0.2,0.0,0.8,0.0,0.06
60000.0,0.0392,9275.12,0.2,0.0,0.8,0.0,-5.04
60000.0,0.0474,14216.54,0.2,0.0,0.8,0.0,-2.18
60000.0,0.0537,18665.6797,0.2,0.0,0.8,0.0,2.61
60000.0,0.0593,24475.3594,0.2,0.0,0.8,0.0,-2.0
60000.0,0.0668,32662.2305,0.2,0.0,0.8,0.0,-1.23
60000.0,0.0747,42152.4102,0.2,0.0,0.8,0.0,0.45
60000.0,0.0839,56244.9297,0.2,0.0,0.8,0.0,-1.14
60000.0,0.0941,73016.9531,0.2,0.0,0.8,0.0,0.17
60000.0,0.1052,95128.0078,0.2,0.0,0.8,0.0,-0.23
60000.0,0.1182,125615.633,0.2,0.0,0.8,0.0,-0.52
60000.0,0.1315,159479.359,0.2,0.0,0.8,0.0,1.04
60000.0,0.1473,211081.281,0.2,0.0,0.8,0.0,-2.01
60000.0,0.1661,271675.469,0.2,0.0,0.8,0.0,1.42
60000.0,0.1861,355721.188,0.2,0.0,0.8,0.0,-0.36
60000.0,0.2075,453411.281,0.2,0.0,0.8,0.0,-0.54
60000.0,0.2332,582279.25,0.2,0.0,0.8,0.0,0.87
60000.0,0.2598,749329.5,0.2,0.0,0.8,0.0,-0.09
60000.0,0.2915,973174.5,0.2,0.0,0.8,0.0,0.93
70000.0,0.0336,7225.46,0.2,0.0,0.8,0.0,-3.25
70000.0,0.0426,12517.2695,0.2,0.0,0.8,0.0,3.18
70000.0,0.0473,16809.9609,0.2,0.0,0.8,0.0,-2.51
70000.0,0.0526,21255.4609,0.2,0.0,0.8,0.0,1.92
70000.0,0.0591,29056.4805,0.2,0.0,0.8,0.0,-1.84
70000.0,0.0669,38610.5391,0.2,0.0,0.8,0.0,0.85
70000.0,0.0751,51161.3516,0.2,0.0,0.8,0.0,0.0
70000.0,0.084,67138.1875,0.2,0.0,0.8,0.0,-0.12
70000.0,0.0944,88752.2188,0.2,0.0,0.8,0.0,-0.61
70000.0,0.1053,113143.93,0.2,0.0,0.8,0.0,2.08
70000.0,0.1173,151328.516,0.2,0.0,0.8,0.0,-2.65
70000.0,0.132,196368.906,0.2,0.0,0.8,0.0,-0.28
70000.0,0.1477,251226.578,0.2,0.0,0.8,0.0,1.01
70000.0,0.1662,331018.375,0.2,0.0,0.8,0.0,0.62
70000.0,0.1847,423456.375,0.2,0.0,0.8,0.0,-0.44
70000.0,0.2072,543609.062,0.2,0.0,0.8,0.0,0.57
70000.0,0.232,704423.0,0.2,0.0,0.8,0.0,-0.1
70000.0,0.2602,916102.5,0.2,0.0,0.8,0.0,0.0
70000.0,0.2914,1193588.62,0.2,0.0,0.8,0.0,-0.74
80000.0,0.0294,6244.23,0.2,0.0,0.8,0.0,-6.64
80000.0,0.0334,8108.97,0.2,0.0,0.8,0.0,0.16
80000.0,0.0375,10056.9502,0.2,0.0,0.8,0.0,6.79
80000.0,0.0424,14523.3799,0.2,0.0,0.8,0.0,-0.88
80000.0,0.0474,19272.3906,0.2,0.0,0.8,0.0,0.09
80000.0,0.0529,25084.8203,0.2,0.0,0.8,0.0,0.89
80000.0,0.06,34901.0898,0.2,0.0,0.8,0.0,-0.23
80000.0,0.0669,45907.2305,0.2,0.0,0.8,0.0,-1.49
80000.0,0.0747,58279.7188,0.2,0.0,0.8,0.0,1.77
80000.0,0.0847,80787.9,0.2,0.0,0.8,0.0,-1.24
80000.0,0.0948,104323.867,0.2,0.0,0.8,0.0,0.58
80000.0,0.1053,134814.656,0.2,0.0,0.8,0.0,-0.75
80000.0,0.1185,176031.344,0.2,0.0,0.8,0.0,1.31
80000.0,0.1329,236344.125,0.2,0.0,0.8,0.0,-1.9
80000.0,0.1485,300100.094,0.2,0.0,0.8,0.0,1.32
80000.0,0.1659,399546.875,0.2,0.0,0.8,0.0,-2.29
80000.0,0.1861,514375.844,0.2,0.0,0.8,0.0,-0.94
80000.0,0.2077,642263.312,0.2,0.0,0.8,0.0,1.66
80000.0,0.233,844685.25,0.2,0.0,0.8,0.0,-0.64
80000.0,0.2613,1094073.88,0.2,0.0,0.8,0.0,-0.12
80000.0,0.2929,1418278.5,0.2,0.0,0.8,0.0,0.76
90000.0,0.0262,5023.95,0.2,0.0,0.8,0.0,-0.46
90000.0,0.0297,6727.38,0.2,0.0,0.8,0.0,1.8
90000.0,0.0342,9881.42,0.2,0.0,0.8,0.0,-2.7
90000.0,0.0376,12265.6299,0.2,0.0,0.8,0.0,-0.34
90000.0,0.0429,17462.6797,0.2,0.0,0.8,0.0,-2.96
90000.0,0.0477,22322.1895,0.2,0.0,0.8,0.0,-0.26
90000.0,0.0534,29532.5,0.2,0.0,0.8,0.0,0.05
90000.0,0.0594,39037.7812,0.2,0.0,0.8,0.0,-0.83
90000.0,0.0672,52942.4805,0.2,0.0,0.8,0.0,-0.44
90000.0,0.0752,68759.5234,0.2,0.0,0.8,0.0,0.56
90000.0,0.084,90318.4297,0.2,0.0,0.8,0.0,0.04
90000.0,0.094,118985.477,0.2,0.0,0.8,0.0,-0.79
90000.0,0.1057,155638.359,0.2,0.0,0.8,0.0,0.27
90000.0,0.1189,203880.219,0.2,0.0,0.8,0.0,1.07
90000.0,0.1329,265766.062,0.2,0.0,0.8,0.0,1.46
90000.0,0.1477,346830.406,0.2,0.0,0.8,0.0,-0.42
90000.0,0.166,450100.156,0.2,0.0,0.8,0.0,2.15
90000.0,0.185,590829.312,0.2,0.0,0.8,0.0,-0.82
90000.0,0.2077,758313.25,0.2,0.0,0.8,0.0,-0.5
90000.0,0.2338,978688.812,0.2,0.0,0.8,0.0,0.94
90000.0,0.2611,1253482.88,0.2,0.0,0.8,0.0,1.67
90000.0,0.2918,1644100.62,0.2,0.0,0.8,0.0,-0.09
100000.0,0.0236,4286.83,0.2,0.0,0.8,0.0,-2.3
100000.0,0.0268,5676.77,0.2,0.0,0.8,0.0,1.22
100000.0,0.03,7521.0,0.2,0.0,0.8,0.0,1.89
100000.0,0.0339,10639.0195,0.2,0.0,0.8,0.0,-1.31
100000.0,0.038,14062.0801,0.2,0.0,0.8,0.0,0.13
100000.0,0.0423,18143.7207,0.2,0.0,0.8,0.0,1.35
100000.0,0.0477,24660.4297,0.2,0.0,0.8,0.0,0.62
100000.0,0.0535,33596.4414,0.2,0.0,0.8,0.0,-0.98
100000.0,0.0597,43647.4414,0.2,0.0,0.8,0.0,1.49
100000.0,0.067,60089.8711,0.2,0.0,0.8,0.0,-2.29
100000.0,0.0759,80390.5938,0.2,0.0,0.8,0.0,-0.35
100000.0,0.0838,101536.258,0.2,0.0,0.8,0.0,0.25
100000.0,0.0943,134807.0,0.2,0.0,0.8,0.0,-0.3
100000.0,0.106,177647.5,0.2,0.0,0.8,0.0,0.25
100000.0,0.1187,235425.359,0.2,0.0,0.8,0.0,-1.09
100000.0,0.1325,306224.938,0.2,0.0,0.8,0.0,-0.69
100000.0,0.1478,397766.125,0.2,0.0,0.8,0.0,-0.21
100000.0,0.1653,523821.281,0.2,0.0,0.8,0.0,-1.34
100000.0,0.1856,688967.0,0.2,0.0,0.8,0.0,-2.4
100000.0,0.2084,853597.312,0.2,0.0,0.8,0.0,3.05
100000.0,0.2337,1144965.0,0.2,0.0,0.8,0.0,-1.34
100000.0,0.261,1469716.0,0.2,0.0,0.8,0.0,-0.7
100000.0,0.2915,1885031.25,0.2,0.0,0.8,0.0,-0.58
110000.0,0.0214,3675.67,0.2,0.0,0.8,0.0,-2.54
110000.0,0.0271,6214.18,0.2,0.0,0.8,0.0,3.2
110000.0,0.03,8589.76,0.2,0.0,0.8,0.0,-2.73
110000.0,0.0335,10943.7305,0.2,0.0,0.8,0.0,3.85
110000.0,0.0376,15172.3799,0.2,0.0,0.8,0.0,-0.57
110000.0,0.0423,20106.1,0.2,0.0,0.8,0.0,1.01
110000.0,0.0477,27216.25,0.2,0.0,0.8,0.0,1.23
110000.0,0.0533,36575.9,0.2,0.0,0.8,0.0,-0.22
110000.0,0.0599,49635.6406,0.2,0.0,0.8,0.0,-0.33
