,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,ratio igse,ratio se,error for iGSE,error for SE,loss error percent by iGSE
2667,440000,0.0445,0.9,222.0531955,9.024636592,406.440875,1.830376159,45.03681349,0.453664213,0.977795942,1.830376159
1482,330000,0.06,0.4,222.4909181,12.90803304,189.786906,0.853009676,14.70300745,-0.172319644,0.931986704,0.853009676
1213,220000,0.0754,0.4,222.5878836,12.91365859,176.558125,0.79320636,13.67220016,-0.260705978,0.926858882,0.79320636
606,330000,0.0524,0.1,222.8901182,9.058650622,349.056062,1.566045479,38.53289817,0.36144894,0.97404815,1.566045479
654,360000,0.05,0.1,224.1219994,9.108716463,397.781375,1.774843059,43.67040918,0.436569901,0.977101199,1.774843059
1335,270000,0.0674,0.4,224.4268204,13.02034634,183.678344,0.818433125,14.10702444,-0.221846928,0.929113329,0.818433125
1114,180000,0.0847,0.4,224.5292504,13.02628892,177.769812,0.791744557,13.64700362,-0.263033627,0.926723841,0.791744557
2115,140000,0.0852,0.9,224.8273693,9.137383948,237.114266,1.05465036,25.94990725,0.051818463,0.961464217,1.05465036
1673,410000,0.0534,0.4,225.8221355,13.10129695,210.795781,0.933459338,16.08968805,-0.071283944,0.937848391,0.933459337
939,100000,0.1182,0.4,225.889949,13.10523121,192.248562,0.851071785,14.66960475,-0.174989018,0.931831838,0.851071784
187,120000,0.0931,0.1,225.9344403,9.182377281,235.143203,1.040758561,25.60809644,0.03916236,0.96094985,1.040758561
2561,370000,0.0494,0.9,226.0963273,9.188956658,359.876344,1.59169478,39.16400495,0.371738846,0.97446635,1.59169478
850,500000,0.0417,0.1,226.1478481,9.191050554,482.209625,2.132275983,52.46512596,0.531017557,0.98093972,2.132275983
1872,500000,0.0478,0.4,226.385055,13.13395528,231.543734,1.022787189,17.62939869,0.022279502,0.943276568,1.022787189
2186,170000,0.0767,0.9,227.3214494,9.238747797,250.181719,1.100563628,27.07961344,0.09137466,0.963071851,1.100563628
87,80000,0.1173,0.1,227.5734887,9.248991124,232.786016,1.022904809,25.16880089,0.022391926,0.96026827,1.022904809
429,230000,0.0648,0.1,228.2758477,9.277536243,296.770688,1.300052945,31.98809255,0.230800558,0.968738367,1.300052944
1044,150000,0.0948,0.4,230.4763156,13.37131385,185.357656,0.804237327,13.8623368,-0.24341406,0.92786209,0.804237327
1507,340000,0.0599,0.4,231.4755718,13.4292867,201.4375,0.870232217,14.99986593,-0.14911857,0.933332737,0.870232217
2592,390000,0.0484,0.9,231.595202,9.412440701,391.449125,1.690229856,41.58848246,0.408364492,0.975954881,1.690229856
259,150000,0.0832,0.1,233.876771,9.505167719,260.357797,1.113226405,27.3911839,0.101710133,0.963491903,1.113226405
2710,470000,0.0438,0.9,234.7598911,9.541059292,444.100594,1.89172261,46.5462566,0.471381272,0.978515995,1.89172261
1696,420000,0.0535,0.4,235.1246871,13.64099377,220.168078,0.936388606,16.14017877,-0.067932687,0.938042818,0.936388606
771,440000,0.0455,0.1,235.3382423,9.564564511,462.297906,1.964397717,48.33444382,0.490938118,0.97931082,1.964397718
2478,320000,0.0545,0.9,236.0678305,9.594216274,340.421156,1.442048056,35.48191392,0.306541834,0.971816627,1.442048056
2208,180000,0.0755,0.9,237.289845,9.643881116,281.327906,1.185587634,29.17164808,0.156536412,0.96572014,1.185587634
1237,230000,0.0754,0.4,237.6416558,13.78701823,190.258016,0.800608864,13.79979433,-0.249049374,0.927535152,0.800608864
2751,500000,0.0425,0.9,237.6682958,9.659262027,488.387812,2.054913594,50.56160715,0.513361534,0.980222148,2.054913595
1360,280000,0.0675,0.4,237.689841,13.78981374,193.797219,0.815336567,14.05365023,-0.226487368,0.928844109,0.815336567
1967,80000,0.1194,0.9,238.3808524,9.688221594,229.389312,0.962280778,23.67713308,-0.03919773,0.957765157,0.962280778
448,240000,0.0644,0.1,239.1332376,9.718799865,322.871344,1.350173432,33.22131832,0.259354408,0.969898847,1.350173432
638,350000,0.0521,0.1,239.4372116,9.731153911,388.949156,1.624430695,39.96947942,0.384399714,0.97498091,1.624430695
2292,220000,0.0678,0.9,240.6744719,9.781438368,286.456625,1.190224384,29.28573633,0.159822288,0.965853684,1.190224384
2461,310000,0.0559,0.9,240.7350997,9.783902391,331.068719,1.37524075,33.83810526,0.272854589,0.970447518,1.37524075
138,100000,0.1057,0.1,240.7398278,9.784094549,247.566297,1.02835621,25.30293383,0.027574307,0.960478891,1.02835621
670,370000,0.0506,0.1,240.739864,9.784096019,420.024,1.744721431,42.92925981,0.4268426,0.976705864,1.744721431
348,190000,0.0737,0.1,241.2389159,9.804378375,284.803625,1.180587402,29.04861625,0.152964026,0.965574952,1.180587402
2067,120000,0.0955,0.9,241.4818656,9.814252283,242.701297,1.005049785,24.72947403,0.005024412,0.959562423,1.005049785
1532,350000,0.0599,0.4,241.5677081,14.01479208,206.841016,0.856244477,14.75876451,-0.167890744,0.932243651,0.856244478
700,390000,0.0492,0.1,241.7383452,9.824676072,447.164938,1.849789026,45.51447139,0.459397809,0.978028966,1.849789025
1719,430000,0.0534,0.4,242.224672,14.0529065,230.081062,0.949866337,16.37248935,-0.052779703,0.938921933,0.949866337
887,70000,0.1484,0.4,242.2286712,14.05313851,216.600844,0.894199861,15.4129872,-0.118318224,0.93511965,0.89419986
2370,260000,0.0619,0.9,242.580775,9.858913913,315.215375,1.299424388,31.97262678,0.230428481,0.968723245,1.299424388
2018,100000,0.1061,0.9,243.1291829,9.881202188,237.244812,0.975797348,24.00971132,-0.024802949,0.958350186,0.975797348
1139,190000,0.0847,0.4,243.1318171,14.10553542,190.935062,0.785314996,13.53617969,-0.273374384,0.926123912,0.785314996
2682,450000,0.0455,0.9,243.2545307,9.886296544,431.372625,1.773338502,43.63338922,0.436091869,0.977081771,1.773338502
556,300000,0.0573,0.1,244.7168521,9.945727886,367.457031,1.501559978,36.94621804,0.334025936,0.97293363,1.501559978
539,290000,0.0585,0.1,245.7671605,9.988414285,350.679781,1.426878108,35.10865399,0.299169288,0.971516994,1.426878108
1384,290000,0.0671,0.4,246.4323381,14.29701845,204.140766,0.828384649,14.27855512,-0.207168675,0.929964903,0.82838465
2577,380000,0.0504,0.9,247.8001762,10.07103966,394.094781,1.590373288,39.13148933,0.371216803,0.974445133,1.590373288
2389,270000,0.0611,0.9,247.8647467,10.07366392,325.923875,1.314926303,32.35405485,0.239501105,0.969091973,1.314926303
1742,440000,0.0533,0.4,249.3381055,14.46559945,237.393922,0.952096438,16.41092876,-0.050313771,0.939064997,0.952096438
2638,420000,0.0478,0.9,250.0039111,10.16060336,445.046344,1.780157527,43.80117285,0.438251961,0.977169561,1.780157527
2407,280000,0.0601,0.9,250.4541383,10.17890139,346.871719,1.384971002,34.07752032,0.277963222,0.970655142,1.384971003
1000,130000,0.1061,0.4,250.6163549,14.53975837,202.570047,0.80828742,13.93214673,-0.237183673,0.928223552,0.80828742
2608,400000,0.0492,0.9,250.9186543,10.19778015,412.774781,1.64505418,40.47692487,0.392117286,0.975294566,1.64505418
2724,480000,0.0444,0.9,250.9196528,10.19782073,470.784594,1.876236432,46.16521573,0.467018131,0.978338669,1.876236432
2140,150000,0.0855,0.9,251.1611298,10.20763479,263.640219,1.049685591,25.827748,0.047333784,0.961281951,1.049685591
1262,240000,0.0753,0.4,252.1313248,14.62765086,201.712719,0.800030378,13.78982319,-0.249952537,0.927482754,0.800030378
1067,160000,0.0948,0.4,253.448771,14.70408382,198.374297,0.782699779,13.49110216,-0.277629082,0.925877072,0.782699779
62,70000,0.1318,0.1,253.5684605,10.30547299,249.905844,0.98555571,24.24981796,-0.014655986,0.958762577,0.985555709
1764,450000,0.053,0.4,253.9496219,14.73314118,246.992938,0.972606047,16.7644452,-0.028165517,0.94034995,0.972606047
1556,360000,0.0601,0.4,254.0011103,14.73612834,224.997922,0.885814718,15.26845565,-0.12890425,0.934505491,0.885814718
212,130000,0.0931,0.1,254.1904385,10.33075128,265.381,1.044024321,25.68845119,0.042167908,0.961072001,1.044024321
785,450000,0.0464,0.1,256.0372198,10.40580775,491.789031,1.920771642,47.2610145,0.479375904,0.978840911,1.920771641
282,160000,0.0831,0.1,256.3806897,10.41976698,291.680875,1.137686599,27.99303243,0.121023311,0.964276825,1.137686599
921,90000,0.1321,0.4,258.6928415,15.00832381,220.362234,0.851829655,14.68266788,-0.173943633,0.931892487,0.851829655
2313,230000,0.068,0.9,258.9380365,10.5237021,318.558344,1.230249323,30.27055887,0.187156634,0.966964601,1.230249323
2512,340000,0.0546,0.9,259.3462309,10.54029185,393.922312,1.518905097,37.37299855,0.34163102,0.973242714,1.518905097
872,60000,0.1663,0.4,260.0071113,15.08457249,236.934328,0.911260953,15.70706284,-0.0973805,0.936334373,0.911260953
1786,460000,0.0529,0.4,261.0090807,15.14270274,258.661125,0.991004314,17.08156922,-0.009077343,0.941457369,0.991004314
1409,300000,0.0673,0.4,261.0675486,15.14609481,217.8955,0.83463265,14.38624957,-0.198131896,0.93048918,0.83463265
1164,200000,0.0848,0.4,263.0128613,15.25895408,204.062844,0.775866408,13.37331792,-0.288881681,0.925224241,0.775866408
1942,70000,0.1338,0.9,263.75288,10.7193859,246.005062,0.93271043,22.94954807,-0.072144117,0.956426157,0.93271043
959,110000,0.1189,0.4,263.9613239,15.31398008,218.140859,0.826412202,14.24455679,-0.210049897,0.929797746,0.826412202
1580,370000,0.0603,0.4,266.763401,15.47654539,233.583156,0.875619201,15.09271934,-0.142048963,0.933742888,0.875619201
859,50000,0.1865,0.4,268.2820306,15.5646502,250.816125,0.934897222,16.11447233,-0.069636295,0.937943981,0.934897222
2231,190000,0.0768,0.9,268.679239,10.91960189,296.686344,1.10423993,27.17006966,0.09439971,0.963194794,1.10423993
685,380000,0.052,0.1,268.8997694,10.92856463,461.899438,1.717738319,42.26533435,0.41783915,0.976339948,1.717738319
2496,330000,0.0563,0.9,268.9116383,10.92904701,384.498594,1.429832477,35.18134689,0.300617369,0.971575847,1.429832478
590,320000,0.0573,0.1,269.1087162,10.9370566,419.071781,1.557258297,38.3166876,0.357845772,0.973901711,1.557258297
1808,470000,0.0529,0.4,269.4052183,15.62981306,268.610844,0.997051377,17.18580017,-0.002957343,0.941812427,0.997051377
2738,490000,0.0451,0.9,269.4518373,10.95100166,497.008125,1.844515628,45.38471826,0.457852249,0.977966152,1.844515628
2092,130000,0.0952,0.9,269.4564033,10.95118722,266.359125,0.988505457,24.32239717,-0.011628204,0.958885631,0.988505457
390,210000,0.0727,0.1,269.7269528,10.96218284,338.389875,1.254564557,30.86884063,0.202910688,0.967604873,1.254564557
2545,360000,0.0537,0.9,270.1166673,10.97802153,434.6935,1.609280554,39.59670682,0.37860431,0.974745375,1.609280554
38,60000,0.1473,0.1,270.2670301,10.98413254,276.632531,1.023552636,25.18474081,0.023010674,0.960293417,1.023552636
369,200000,0.0748,0.1,270.4368968,10.99103622,318.029656,1.175984711,28.93536602,0.149648809,0.965440216,1.175984711
715,400000,0.0507,0.1,271.4164131,11.03084551,491.93625,1.812477898,44.59642278,0.448269134,0.977576677,1.812477899
163,110000,0.1049,0.1,271.5557833,11.03650976,273.115781,1.005744668,24.74657178,0.005711855,0.959590362,1.005744668
1287,250000,0.0758,0.4,272.4221049,15.80484075,216.826297,0.79592035,13.71898018,-0.256407127,0.927108285,0.79592035
113,90000,0.1176,0.1,272.4764189,11.07392603,269.79475,0.990158162,24.36306232,-0.009939663,0.958954257,0.990158162
2332,240000,0.0677,0.9,272.5123936,11.0753881,344.916281,1.265690255,31.14259093,0.20991728,0.967889634,1.265690255
2252,200000,0.0751,0.9,273.2820955,11.10667016,312.269438,1.142663362,28.11548678,0.124851611,0.964432414,1.142663362
1604,380000,0.06,0.4,273.8504613,15.88770828,243.904734,0.890649345,15.35178829,-0.122776327,0.934861009,0.890649345
305,170000,0.0824,0.1,274.1832113,11.14329311,310.872219,1.133812014,27.89769738,0.118019577,0.964154748,1.133812014
1091,170000,0.0945,0.4,274.8225995,15.94410785,214.034047,0.778808029,13.42402153,-0.284013471,0.925506675,0.778808029
1434,310000,0.0674,0.4,275.044971,15.95700895,230.575797,0.838320352,14.4498131,-0.192861413,0.930794953,0.838320352
573,310000,0.0589,0.1,275.9956411,11.21695347,410.484094,1.487284699,36.59497163,0.327633774,0.972673841,1.487284699
2653,430000,0.049,0.9,276.1512586,11.22327805,488.259875,1.768088538,43.50421266,0.434417463,0.97701372,1.768088537
467,250000,0.0665,0.1,276.1710257,11.22408142,357.776656,1.295489471,31.87580726,0.228090986,0.968628246,1.295489471
1830,480000,0.0528,0.4,276.5147218,16.04227802,277.904875,1.005027411,17.32328006,0.005002263,0.942274212,1.005027411
236,140000,0.0924,0.1,277.9529409,11.29650162,304.431875,1.09526409,26.94921713,0.086978192,0.962893171,1.09526409
2624,410000,0.0505,0.9,278.5707006,11.32160847,456.556031,1.638923369,40.32607489,0.389843345,0.975202149,1.638923368
2164,160000,0.0858,0.9,278.7364254,11.32834382,304.553875,1.092623164,26.88423655,0.084771371,0.962803482,1.092623164
1918,60000,0.1493,0.9,279.9674401,11.37837444,261.724922,0.934840573,23.00196073,-0.069701112,0.956525445,0.934840573
1189,210000,0.0845,0.4,279.9931936,16.24408503,218.040375,0.778734555,13.42275509,-0.284134618,0.925499646,0.778734555
1022,140000,0.1063,0.4,280.8860769,16.29588655,222.366203,0.791659756,13.64554192,-0.263168922,0.926715992,0.791659756
623,340000,0.0563,0.1,280.9937356,11.42008492,451.183219,1.605670027,39.507869,0.377207033,0.974688587,1.605670027
16,50000,0.1657,0.1,281.1158154,11.42504646,283.632938,1.008954041,24.82553913,0.008874578,0.959718901,1.008954041
1896,50000,0.1658,0.9,281.5596245,11.44308365,259.407703,0.921324226,22.66938798,-0.085394232,0.955887649,0.921324226
2351,250000,0.0671,0.9,282.7338002,11.49080424,361.43175,1.278346451,31.45399943,0.217739448,0.968207541,1.278346451
1311,260000,0.0753,0.4,283.6635794,16.45702613,227.703953,0.802725374,13.83627584,-0.24575606,0.927726217,0.802725375
1993,90000,0.1196,0.9,284.7597573,11.57314273,273.342906,0.959907076,23.61872763,-0.041767505,0.957660717,0.959907076
1852,490000,0.0528,0.4,285.0372227,16.53671942,289.136656,1.014382098,17.4845233,0.014178186,0.942806562,1.014382098
2529,350000,0.0557,0.9,285.143601,11.58874283,420.895688,1.476083231,36.319357,0.322531427,0.972466473,1.476083231
486,260000,0.0659,0.1,285.7344025,11.61275405,377.174812,1.320018901,32.47935936,0.24243509,0.969211215,1.320018901
1628,390000,0.0601,0.4,285.7672055,16.5790701,258.088953,0.903144056,15.56715494,-0.107243073,0.935762186,0.903144056
1458,320000,0.0674,0.4,288.2058694,16.72055163,242.281453,0.840654125,14.49003947,-0.189549864,0.930987075,0.840654125
2043,110000,0.1074,0.9,288.8047167,11.73753708,281.591938,0.975025412,23.99071765,-0.025614294,0.958317212,0.975025412
410,220000,0.0728,0.1,289.8869497,11.78152095,366.317094,1.263655002,31.09251306,0.208644766,0.967837917,1.263655002
2426,290000,0.0624,0.9,290.9447704,11.82451266,386.977688,1.330072671,32.72673463,0.248161381,0.969443942,1.330072671
327,180000,0.0817,0.1,291.6743707,11.85416491,332.991,1.141653273,28.09063334,0.124077315,0.964400945,1.141653273
2444,300000,0.0613,0.9,291.9375037,11.86485911,411.666906,1.410119977,34.69631642,0.290840484,0.971178497,1.410119977
504,270000,0.0651,0.1,292.5654386,11.8903795,399.478312,1.365432342,33.5967672,0.267631234,0.970235231,1.365432342
522,280000,0.0638,0.1,292.7991143,11.89987649,420.847844,1.437326219,35.3657321,0.304263718,0.971724041,1.43732622
655,360000,0.0556,0.1,295.8248653,12.02284839,508.433375,1.718697225,42.28892842,0.418163953,0.976353149,1.718697225
2668,440000,0.0497,0.9,296.4511615,12.04830218,524.442625,1.76906922,43.5283426,0.434730994,0.977026463,1.76906922
1651,400000,0.0601,0.4,296.6195643,17.20868055,270.711031,0.912653997,15.73107422,-0.095705495,0.93643155,0.912653997
904,80000,0.1488,0.4,296.9326503,17.22684454,254.770312,0.858007066,14.78914559,-0.165491567,0.932382842,0.858007066
1674,410000,0.0593,0.4,297.0096036,17.23130907,277.819,0.935387262,16.12291898,-0.069075922,0.937976492,0.935387262
1873,500000,0.0531,0.4,298.0247114,17.29020157,303.127625,1.017122451,17.53175773,0.016834208,0.942960654,1.017122451
1115,180000,0.0944,0.4,298.1229754,17.29590245,230.510875,0.773207347,13.32748468,-0.293314146,0.924967087,0.773207347
607,330000,0.0586,0.1,298.5913313,12.13528249,450.520938,1.508821224,37.12488262,0.337230956,0.973063888,1.508821224
2116,140000,0.095,0.9,298.8702461,12.14661808,311.667625,1.04281918,25.65879844,0.041060983,0.961027014,1.04281918
188,120000,0.1037,0.1,299.5204096,12.17304188,311.904812,1.041347441,25.62258596,0.039705711,0.960971933,1.041347441
1214,220000,0.0845,0.4,299.8409182,17.39557061,233.721047,0.779483495,13.4356643,-0.2829008,0.925571228,0.779483496
980,120000,0.1189,0.4,300.035482,17.40685843,242.317312,0.807628852,13.92079524,-0.238192515,0.928165023,0.807628852
2562,370000,0.0551,0.9,300.811711,12.22552267,460.392719,1.530501314,37.65832606,0.346619313,0.973445447,1.530501314
2187,170000,0.0855,0.9,301.9797203,12.27299264,320.138969,1.060134001,26.08483345,0.056723019,0.961663547,1.060134001
1483,330000,0.0675,0.4,302.7337138,17.56339904,253.633812,0.837811583,14.44104364,-0.19358579,0.930752927,0.837811583
1336,270000,0.0756,0.4,303.0042107,17.5790922,243.428594,0.803383535,13.8476203,-0.244735492,0.927785426,0.803383535
430,230000,0.0723,0.1,303.9650858,12.35368143,385.140375,1.267054649,31.17616212,0.210768059,0.967924211,1.267054649
2273,210000,0.0761,0.9,303.9672427,12.35376909,358.928562,1.180813297,29.05417443,0.153126068,0.965581538,1.180813297
1697,420000,0.0594,0.4,309.0943129,17.93241556,290.196312,0.938860082,16.18277867,-0.065121437,0.938205915,0.938860082
940,100000,0.1333,0.4,309.326682,17.94589669,255.042391,0.824508217,14.21173851,-0.21284419,0.929635632,0.824508217
1045,150000,0.1061,0.4,309.3880658,17.94945793,243.604641,0.787375687,13.57169904,-0.270041755,0.926317258,0.787375688
260,150000,0.0926,0.1,309.4128704,12.57508907,330.244438,1.067326119,26.26179713,0.063079238,0.961921875,1.067326119
2593,390000,0.0541,0.9,309.8526964,12.59296438,506.273531,1.633916816,40.20288756,0.387973739,0.975126165,1.633916816
88,80000,0.132,0.1,309.8794761,12.59405276,305.346594,0.985372113,24.24530053,-0.014845039,0.958754894,0.985372113
1508,340000,0.0673,0.4,313.8905504,18.21067407,269.605719,0.858916328,14.80481821,-0.16425776,0.932454422,0.858916328
2479,320000,0.061,0.9,316.9441892,12.88117526,449.047812,1.416804054,34.86077962,0.294186096,0.971314468,1.416804053
1720,430000,0.0593,0.4,318.5828247,18.48290106,303.622531,0.953041117,16.42721183,-0.049272673,0.939125397,0.953041117
1238,230000,0.0844,0.4,319.1297609,18.51463211,248.774125,0.779539095,13.43662264,-0.282809299,0.925576536,0.779539095
2068,120000,0.1063,0.9,319.5554534,12.98730168,318.686375,0.997280352,24.5383054,-0.002727065,0.95924739,0.997280352
639,350000,0.0582,0.1,319.8307225,12.9984891,503.206562,1.573352798,38.71269639,0.364414643,0.974168681,1.573352798
1361,280000,0.0757,0.4,320.7761284,18.61014776,257.529906,0.802833762,13.83814408,-0.245587875,0.927735974,0.802833762
449,240000,0.0721,0.1,321.2842255,13.05756205,411.221438,1.279930371,31.49297215,0.2187075,0.968246884,1.279930371
2293,220000,0.0758,0.9,322.1697936,13.09355311,385.104,1.195344839,29.41172627,0.163421326,0.965999956,1.195344839
2462,310000,0.0625,0.9,322.306633,13.09911451,439.542938,1.363741521,33.55516418,0.266723214,0.970198328,1.363741521
1968,80000,0.1342,0.9,323.5658347,13.1502907,303.114438,0.936793708,23.05001805,-0.067470876,0.956616086,0.936793708
557,300000,0.0638,0.1,324.1019292,13.17207853,477.394375,1.472976036,36.2429038,0.321102329,0.972408392,1.472976036
2209,180000,0.0851,0.9,324.4875804,13.18775209,362.423594,1.116910526,27.4818325,0.104673135,0.963612325,1.116910526
1533,350000,0.0671,0.4,325.0366549,18.85732647,275.858312,0.848699086,14.62870744,-0.178273921,0.931641261,0.848699086
139,100000,0.1186,0.1,325.318164,13.22150848,325.774688,1.001403315,24.63975185,0.001401349,0.959415176,1.001403315
1140,190000,0.0947,0.4,325.5122469,18.88491842,250.049547,0.768172471,13.24070041,-0.301790988,0.924475294,0.768172471
2683,450000,0.0509,0.9,326.1471024,13.25519801,557.75625,1.71013707,42.07830389,0.41525155,0.976234784,1.71013707
2019,100000,0.1189,0.9,327.4741862,13.30913305,314.82475,0.961372723,23.6547902,-0.040179294,0.957725264,0.961372723
540,290000,0.0654,0.1,328.9520122,13.36919453,463.854094,1.410096539,34.69573974,0.290828697,0.971178018,1.410096539
888,70000,0.167,0.4,329.8481732,19.13647151,285.644094,0.865986588,14.92668561,-0.154752295,0.933005891,0.865986588
1557,360000,0.0665,0.4,330.9362102,19.19959506,295.033031,0.891510273,15.36662779,-0.121692066,0.934923913,0.891510273
2578,380000,0.0563,0.9,330.9868862,13.45189543,512.646938,1.548843653,38.10964341,0.354357041,0.973759922,1.548843653
349,190000,0.0832,0.1,331.2276542,13.46168067,387.985938,1.171357322,28.82150807,0.146289539,0.965303689,1.171357322
2371,260000,0.0698,0.9,332.0867995,13.49659786,413.440625,1.244977595,30.6329513,0.196772694,0.967355414,1.244977595
1743,440000,0.0595,0.4,332.4639283,19.28822716,315.442125,0.948801052,16.35412744,-0.053961732,0.938853357,0.948801052
1385,290000,0.0754,0.4,334.294462,19.3944274,272.702719,0.815756018,14.06088014,-0.225856725,0.928880697,0.815756017
2141,150000,0.0954,0.9,334.4766179,13.59372433,341.720125,1.021656244,25.13807965,0.021197192,0.960219714,1.021656244
2609,400000,0.055,0.9,335.7980112,13.6474281,538.100438,1.602452725,39.42870657,0.375956629,0.974637768,1.602452725
1001,130000,0.1188,0.4,336.8169525,19.54077221,263.305844,0.781747599,13.4746898,-0.279185252,0.925786789,0.781747599
1068,160000,0.1059,0.4,338.5516205,19.64141071,261.099734,0.771225769,13.29332897,-0.296637171,0.924774298,0.77122577
213,130000,0.1039,0.1,338.6812482,13.76460798,353.107875,1.042596473,25.65331868,0.040856146,0.961018689,1.042596473
63,70000,0.1475,0.1,340.324258,13.83138282,328.855375,0.966300131,23.77603015,-0.034875157,0.957940834,0.966300131
2390,270000,0.069,0.9,340.6367711,13.8440839,437.514469,1.284401762,31.60299173,0.221427415,0.968357426,1.284401762
2408,280000,0.0677,0.9,341.9363898,13.89690272,464.431344,1.358239011,33.4197737,0.263752556,0.970077595,1.358239011
1765,450000,0.0595,0.4,343.6473226,19.93704296,328.634062,0.956312011,16.483591,-0.045683824,0.939333608,0.956312011
1263,240000,0.0848,0.4,343.9914248,19.9570064,268.190625,0.779643345,13.43841955,-0.282637769,0.925586488,0.779643345
2513,340000,0.0609,0.9,345.0493177,14.02341764,503.566625,1.459404784,35.9089801,0.314789145,0.972151813,1.459404784
2314,230000,0.0759,0.9,345.146098,14.02735096,408.097719,1.182391229,29.09299982,0.154256243,0.96562747,1.182391229
283,160000,0.0934,0.1,347.9929871,14.1430536,372.196312,1.069551186,26.31654539,0.065028384,0.962001092,1.069551186
1581,370000,0.0668,0.4,348.6370885,20.22652922,309.085469,0.886553609,15.28119163,-0.127963374,0.934560077,0.886553609
1165,200000,0.0948,0.4,352.014952,20.42249935,266.163844,0.756115166,13.03287318,-0.32254985,0.923270948,0.756115166
922,90000,0.1487,0.4,352.5342391,20.45262631,291.410156,0.826615187,14.24805556,-0.209752755,0.929814985,0.826615187
1787,460000,0.0594,0.4,353.3910033,20.50233234,342.549844,0.969322481,16.70784759,-0.031648414,0.940147886,0.969322481
1410,300000,0.0756,0.4,353.8448193,20.52866092,290.356656,0.820576253,14.14396473,-0.218655788,0.929298466,0.820576253
1943,70000,0.1499,0.9,354.9939406,14.4275848,321.939469,0.906887223,22.31416231,-0.102672939,0.955185412,0.906887223
873,60000,0.1874,0.4,355.3275654,20.61468392,313.65775,0.882728447,15.21525876,-0.132851222,0.934276504,0.882728447
960,110000,0.1335,0.4,357.3206933,20.73031723,284.700562,0.796764832,13.73353619,-0.255075476,0.927185542,0.796764831
860,50000,0.2082,0.4,357.7496224,20.75520198,317.060031,0.886262378,15.27617179,-0.128334029,0.934538573,0.886262378
391,210000,0.081,0.1,357.8377058,14.54316047,431.346438,1.205424781,29.65974548,0.170416922,0.966284269,1.205424781
591,320000,0.064,0.1,359.3351091,14.6040176,540.85825,1.505163944,37.03489443,0.335620546,0.972998438,1.505163944
1605,380000,0.0666,0.4,359.7654631,20.87215299,322.229875,0.895666505,15.4382672,-0.11648699,0.935225891,0.895666505
164,110000,0.117,0.1,361.2625641,14.6823528,377.313219,1.044429333,25.69841661,0.042539339,0.961087097,1.044429333
2497,330000,0.0631,0.9,362.3197968,14.72532061,500.234312,1.380643057,33.97103026,0.275699831,0.970563154,1.380643057
2546,360000,0.0601,0.9,362.5857232,14.73612834,566.0575,1.561168749,38.41290514,0.359454255,0.973967082,1.561168749
370,200000,0.0837,0.1,362.8487998,14.74682023,418.392688,1.153077227,28.37172227,0.132755399,0.964753638,1.153077227
2093,130000,0.1068,0.9,363.9583889,14.79191591,365.406094,1.003977667,24.70309433,0.003961907,0.959519241,1.003977666
2232,190000,0.0863,0.9,364.474841,14.81290544,403.149312,1.106110125,27.21608625,0.095930887,0.963257024,1.106110125
1809,470000,0.0594,0.4,364.7588818,21.16185117,357.876469,0.98113161,16.91139712,-0.019231253,0.94086828,0.98113161
114,90000,0.1316,0.1,365.6396397,14.86024493,363.959875,0.995405956,24.49218547,-0.004615247,0.959170651,0.995405956
39,60000,0.1656,0.1,367.088178,14.9191161,351.336438,0.957090037,23.54941376,-0.044833778,0.957536098,0.957090037
2253,200000,0.0841,0.9,367.4003165,14.93180196,417.533625,1.136454179,27.96270846,0.120070111,0.964238085,1.136454179
1288,250000,0.085,0.4,367.5555098,21.32410034,285.864406,0.777744853,13.40569597,-0.285768714,0.925404843,0.777744853
237,140000,0.1029,0.1,368.2911227,14.96800591,381.642438,1.036252069,25.49721321,0.034983833,0.960780028,1.036252069
1435,310000,0.0754,0.4,368.7818471,21.39524752,304.6625,0.826132041,14.23972776,-0.210460254,0.929773938,0.826132041
2333,240000,0.0762,0.9,371.27331,15.0892073,446.955656,1.203845372,29.6208838,0.169328534,0.966240035,1.203845372
574,310000,0.066,0.1,371.6578328,15.104835,536.016438,1.442230973,35.48641465,0.306629785,0.971820202,1.442230973
1092,170000,0.1062,0.4,372.9053958,21.63447933,283.532781,0.760334348,13.10559763,-0.315210871,0.923696727,0.760334348
1831,480000,0.0592,0.4,372.9382321,21.63638436,366.39625,0.982458269,16.93426424,-0.017854937,0.940948128,0.982458269
468,250000,0.0746,0.1,372.9894682,15.15895503,476.968312,1.278771528,31.46445854,0.21799948,0.968218109,1.278771527
1629,390000,0.0667,0.4,375.259006,21.77102638,338.748438,0.902705685,15.55959889,-0.107780772,0.935730991,0.902705685
1459,320000,0.0746,0.4,375.7993303,21.80237383,318.690812,0.848034539,14.6172529,-0.179197254,0.931587693,0.84803454
306,170000,0.0931,0.1,377.2929665,15.33385685,420.414719,1.11429249,27.41741514,0.102569559,0.963526832,1.11429249
1919,60000,0.1674,0.9,377.6128213,15.34685631,341.925031,0.905491053,22.27980924,-0.104373143,0.955116312,0.905491052
1190,210000,0.0948,0.4,378.230021,21.94339278,285.9845,0.756112641,13.03282965,-0.322554268,0.923270692,0.756112641
487,260000,0.0734,0.1,378.7549584,15.39327479,494.993438,1.306896258,32.15647383,0.234828324,0.968902063,1.306896259
